sku,name,country,region,proposed_subregion,classification,current_subregion,gap_type,subregion_action_source,confidence,reasoning,lane_recommendation,priority_score,priority_rank,priority_reason,live_product_id,overall_confidence,validation_status
WRW3100CI,Jip Jip Rocks  Shiraz Cabernet Sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,533,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1714-1774263062961,0.9,validated
WRW3105CI,Brotte  La Fiole Cote Du Rhone,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,534,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1723-1774263062961,0.88,validated
WRW3109CI,Chateau La Petite Borie  Bordeaux,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,535,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1726-1774263062961,0.9,validated
WRW3192AD,Vigneti del Salento  Vigne Vecchie Leggenda Primitivo Di Manduria,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,536,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3678-1774263062969,0.85,validated
WRW3233BS,“MLV” Masseria Li Veli Salento IGT,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,537,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5416-1774263062982,0.85,validated
WRW3235AD,Caliterra  Carmenere Tributo (Gran Reserva),Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,538,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3865-1774263062970,0.9,validated
WRW3236BS,Luccarelli  Campo Marina Primitivo di Manduria DOP,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,539,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5453-1774263062982,0.88,validated
WRW3240BS,Vesevo  Aglianico del Beneventano IGT,Italy,Campania,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,540,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5384-1774263062982,0.88,validated
WRW3292AA,Finca La Celia  La Celia Heritage Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,541,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3245-1774263062967,0.88,validated
WRW3302DD,Viu Manent  Single Vineyard Cabernet Sauvignon,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,542,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4632-1774263062976,0.92,validated
WRW3304DD,Viu Manent  Single Vineyard Malbec,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,543,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4633-1774263062976,0.92,validated
WRW3310DD,Viu Manent  El Incidente Carmenere,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,544,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4623-1774263062976,0.92,validated
WRW3335DD,Angove  The Medhyk Shiraz,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,545,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4584-1774263062976,0.9,validated
WRW3362GX,Pounamu  Special Selection Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,546,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1893-1774263062962,0.88,validated
WRW3413BS,Masseria Li Veli  Orion Primitivo IGT,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,547,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5381-1774263062982,0.9,validated
WRW3415AF,Delas  Vacqueyras Domain des Genets,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,548,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5858-1774263062984,0.85,validated
WRW3417AF,"Delas  Crozes Hermitage ""Domaine des Grands Chemins""",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,549,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5851-1774263062984,0.85,validated
WRW3419AF,Jim Barry  The Lodge Hill Shiraz,Australia,Clare Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,550,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5852-1774263062984,0.92,validated
WRW3425BN,Wairau River  Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,551,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2704-1774263062964,0.92,validated
WRW3436AF,Joseph Drouhin  Morgon,France,Burgundy,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,552,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5795-1774263062984,0.9,validated
WRW3533CI,Morambro Creek  Cabernet sauvignon,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,553,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1717-1774263062961,0.9,validated
WRW3534CI,Morambro Creek  Shiraz,Australia,South Australia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,554,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1718-1774263062961,0.9,validated
WRW3546BS,Stefano Antonucci  Moschio Da Monte DOC,Italy,Marche,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,555,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5411-1774263062982,0.88,validated
WRW3555DH,Marchesi Di Gresy  Merlot Da Solo Monferrato Rosso DOC,Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,556,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1971-1774263062962,0.92,validated
WRW3563AA,Tenuta delle Terre Nere  Etna Rosso DOC,Italy,Sicily,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,557,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2978-1774263062966,0.9,validated
WRW3564AA,Tenuta delle Terre Nere  Etna Rosso Calderara Sottana DOC,Italy,Sicily,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,558,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3072-1774263062966,0.9,validated
WRW3565AA,Tenuta delle Terre Nere  Etna Rosso Feudo Di Mezzo Il Quadro delle Rose DOC,Italy,Sicily,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,559,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3040-1774263062966,0.9,validated
WRW3579DH,Podere Il Carnasciale  Ottantadue DOC,Italy,Tuscany,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,560,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1983-1774263062962,0.9,validated
WRW3605AD,Pio Cesare  Barbera D'Alba DOC,Italy,Piedmont,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,561,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3676-1774263062969,0.95,validated
WRW3648DJ,"Domaine Lafarge-Vial  Fleurie ""Clos Vernay""",France,Burgundy,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,562,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5900-1774263062984,0.92,validated
WRW3649BS,Tenuta Lunelli  Carapace Sagrantino,Italy,Umbria,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,563,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5417-1774263062982,0.9,validated
WRW3754DJ,Chateau Poupille - Cotes de Castillon,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,564,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5907-1774263062984,0.85,validated
WRW3763DJ,Bernard Magrez  La Reference Cepage Merlot Languedoc ( Oustric ),France,Languedoc-Roussillon,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,565,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5944-1774263062984,0.88,validated
WRW3792DJ,Domaine de la Mordorée  Lirac La Dame Rousse Rouge,France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,566,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5908-1774263062984,0.9,validated
WRW3801DJ,"Domaine Giraud  Cotes-du-Rhone ""Lirac les Sables d'Arenes"" - Rouge",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,567,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5919-1774263062984,0.88,validated
WRW3802DJ,Pago De Cirsus  Vendimia Seleccionada,Spain,Rioja,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,568,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5941-1774263062984,0.9,validated
WRW3825BS,St.Paul's  Pinot Nero Luzia DOC,Italy,Trentino-Alto Adige,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,569,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5447-1774263062982,0.9,validated
WRW3838AF,"Delas  Gigondas ""Les Reinages""",France,Rhône Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,570,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5829-1774263062984,0.85,validated
WRW3879AA,Casarena Single Vineyard Owen Cabernet Sauvignon,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,571,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3126-1774263062967,0.9,validated
WRW3947DW,Bodega Volcanes de Chile  Reserva Cabernet Sauvignon,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,572,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5351-1774263062981,0.88,validated
WRW3957GC,Astrolabe  Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,573,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2316-1774263062963,0.9,validated
WRW3962AA,Fattoria Le Pupille  Morellino Di Scansano Riserva DOCG,Italy,Tuscany,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,574,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3289-1774263062967,0.9,validated
WRW4030AJ,Cherry Tart  Pinot Noir,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,575,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4260-1774263062973,0.88,validated
WRW4138AJ,Layer Cake  Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,576,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4318-1774263062973,0.82,validated
WRW4152AJ,Layer Cake  Shiraz,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,577,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4319-1774263062973,0.85,validated
WRW4153AJ,Mollydooker  'The Boxer' Shiraz,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,578,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4300-1774263062973,0.9,validated
WRW4156AJ,Mollydooker  ' Two Left Feet' Shiraz Cabernet Merlot,Australia,McLaren Vale,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,579,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4301-1774263062973,0.9,validated
WRW4187AJ,Layer Cake  Primitivo (Zinfandel),Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,580,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4320-1774263062973,0.85,validated
WRW4209GX,Little Beauty  Marlborough 'Limited Edition' Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,581,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1895-1774263062962,0.92,validated
WRW4211GX,Little Beauty  Marlborough 'Black Edition' Pinot Noir,New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,582,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-1914-1774263062962,0.92,validated
WRW4225AJ,Bodegas Muga  Reserva Rioja DOC,Spain,Rioja,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,583,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4261-1774263062973,0.9,validated
WRW4226AJ,Bodegas Muga  Selección Especial Rioja DOC,Spain,Rioja,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,584,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4275-1774263062973,0.9,validated
WRW4242BS,Stefano Antonucci  Mossone IGT,Italy,Marche,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,585,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5391-1774263062982,0.88,validated
WRW4254AD,Planeta  Santa Cecilia Nero d'Avola DOC,Italy,Sicily,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,586,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3712-1774263062969,0.92,validated
WRW4267DJ,Domaine Thibault Liger-Belair  Bourgogne Rouge “les Grands Chaillots”,France,Burgundy,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,587,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5924-1774263062984,0.9,validated
WRW4297BU,Jacob's Creek  Double Barrel Shiraz (750 ml),Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,588,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4783-1774263062977,0.95,validated
WRW4298BU,Jacob's Creek  Double Barrel Cabernet Sauvignon (750 ml),Australia,Coonawarra,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,589,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4784-1774263062977,0.95,validated
WRW4299BU,St. Hugo  Coonawarra Cabernet Sauvignon (750 ml),Australia,Coonawarra,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,590,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4804-1774263062977,0.93,validated
WRW4306BU,"Brancott Estate  Letter Series ""T"" Pinot Noir (750 ml)",New Zealand,Marlborough,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,591,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4828-1774263062978,0.9,validated
WRW4373AA,Eugenio Collavini  Roncaccio Cabernet IGT,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,592,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3046-1774263062966,0.9,validated
WRW4374AA,Eugenio Collavini  Merlot Di Casa IGT,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,593,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3047-1774263062966,0.9,validated
WRW4375AA,Eugenio Collavini  More IGT,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,594,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3142-1774263062967,0.9,validated
WRW4376AA,Eugenio Collavini  Schioppettino Turian DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,595,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3042-1774263062966,0.9,validated
WRW4377AA,Eugenio Collavini  Merlot Dal Pic DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,596,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3246-1774263062967,0.9,validated
WRW4378AA,Eugenio Collavini  Forresco Rosso DOC,Italy,Friuli-Venezia Giulia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,597,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3035-1774263062966,0.9,validated
WRW4470AA,Allegrini  La Grola IGT,Italy,Veneto,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,598,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3105-1774263062967,0.95,validated
WRW4522AD,Bodegas Protos  Crianza Ribera del Duero D.O.,Spain,Ribera del Duero,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,599,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3745-1774263062969,0.9,validated
WRW4551BS,Masseria Li Veli  Askos Susumaniello,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,600,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5448-1774263062982,0.9,validated
WRW4553BS,Masseria Li Veli  Passamante Negroamaro IGT,Italy,Puglia,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,601,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5382-1774263062982,0.9,validated
WRW4615AJ,Caricature  Red Wine,USA,California,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,602,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4293-1774263062973,0.88,validated
WRW4649DW,Bodega Volcanes de Chile  Parinacota,Chile,Maule Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,603,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5331-1774263062981,0.88,validated
WRW4651DW,Bodega Volcanes de Chile  Tectonia Grenache-Petite Syrah Mourvedre,Chile,Rapel Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,604,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-5341-1774263062981,0.88,validated
WRW4668DD,Viu Manent  Vibo Vinedo Centenario,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,605,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4618-1774263062976,0.92,validated
WRW4669DD,Viu Manent  Vibo Punta del Viento,Chile,Colchagua Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,606,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4619-1774263062976,0.92,validated
WRW4671AA,Terre del Vulcano  Lava Taurasi DOC,Italy,Campania,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,607,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3076-1774263062966,0.88,validated
WRW4678AD,Penfolds  Bin 128,Australia,Coonawarra,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,608,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3949-1774263062971,0.95,validated
WRW4682AD,Penfolds  Bin 138 Barossa Valley GMS,Australia,Barossa Valley,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,609,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-3955-1774263062971,0.95,validated
WRW4740AJ,Chateau Les Reuilles  Bordeaux rouge AOC,France,Bordeaux,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,610,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4296-1774263062973,0.9,validated
WRW4778BN,Argiano  Non Confunditur,Italy,Tuscany,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,611,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-2643-1774263062964,0.92,validated
WRW4815DD,Antigal  UNO Malbec,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,612,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4656-1774263062977,0.9,validated
WRW4816DD,Antigal  UNO Cabernet Sauvignon,Argentina,Mendoza,,Red Wine,,subregion,assess_wine_subregion,medium,"Wine product has country and region, but the live name and current fields do not expose a safe subregion directly enough for merge-now automation.",assess_later,200.00,613,subregion gated gap | wine-like classification | mid value | high confidence context | assessable wine subregion,row-4657-1774263062977,0.9,validated
