sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
WWW5377DH,WWW5377,Bianka & Daniel Schmitt  Feminin Trocken,White Wine,,,Germany,,,,2023,Bianka & Daniel Schmitt,Chardonnay,Medium,Medium,Low,,Fish|Seafood,0.658,4-week maceration for the Chardonnay grapes. Matured in small barrique barrels and bottled un ltered with no added sulfur.,,1949,validated,3
WWW5378AB,WWW5378,Nik Weis  Goldtröpfchen Riesling VDP.GRAND CRU (GROSSES GEWÄCHS),White Wine,,Riesling,Germany,Mosel,,,2021,Nik Weis,Riesling,Medium,High,Low,,Fish|Seafood|Spicy Food|Vegetables,1.0,,750 ml,2400,validated,3
WWW5380AB,WWW5380,Nik Weis  Goldtröpfchen Riesling Spätlese,White Wine,,Riesling,Germany,Mosel,,Spätlese,2023,Nik Weis,Riesling,Medium,High,Low,,Fish|Seafood|Spicy Food|Vegetables,1.0,,750 ml,1800,validated,3
WWW5387AH,WWW5387,Belena  Pinot Grigio,White Wine,Straw yellow.,Pinot Grigio,Australia,South Australia,,,Current vintage,Belena,Pinot Grigio,Light,Medium,Low,"[""fruit""]",Seafood|Pasta,1.0,,750 ml,799,validated,3
WWW5399AB,WWW5399,Sileni Estates  Cellar Selection Pinot Gris Hawke's Bay,White Wine,Brigth green colour.,Pinot Gris,New Zealand,Hawke's Bay,,,Current vintage,Sileni Estates,Pinot Grigio,Light,High,Low,"[""fruit"",""spice"",""herbal"",""earth"",""mineral""]",Seafood|Pasta,1.0,,750 ml,900,validated,3
WWW5400AB,WWW5400,Sileni Estates	 The Straits Marlborough Sauvignon Blanc,White Wine,Brigth green colour.,Sauvignon Blanc,New Zealand,Marlborough,,,Current vintage,Sileni Estates,Sauvignon Blanc,Medium,High,Low,"[""fruit"",""earth"",""mineral""]",Seafood|Spicy Food,1.0,,750 ml,1000,validated,3
WWW5405AD,WWW5405,Mud House  Sub Region Series Sauvignon Blanc,White Wine,Pale Straw.,Sauvignon Blanc,New Zealand,Marlborough,,,2023,Mud House,Sauvignon Blanc,Light,High,Low,"[""earth""]",Fish|Seafood|Vegetables,0.727,"Situated at the eastern end of Rapaura Road, where Bony Braided River soils meet the more alluvial and younger silts. This convergence of soil profiles gives an overt lift and pungency to Sauvignon Blanc; while adding lovely crunch and phenolic textures.",,979,validated,3
WWW5407FJ,WWW5407,Bulletin Place  Sauvignon Blanc,White Wine,,Sauvignon Blanc,Australia,South Eastern Australia,,,Current vintage,Bulletin Place,Sauvignon Blanc,Light,High,Low,"[""fruit"",""floral""]",Fish|Seafood,1.0,,750 ml,649,validated,3
WWW5416FJ,WWW5416,Heim  Pinot Blanc Imperial,White Wine,Golden-yellow robe.,,France,,,,2022,Heim,,Light,High,Low,,Fish|Seafood|Spicy Food,0.658,"<p>Golden-yellow robe. Intense nose, specific to the grape-variety, with dried fruits notes. Straightforward on the mouth, this wine is also well-balanced. Its roundness makes it a very pleasant and easy-to-drink wine.</p>",,999,validated,3
WWW5423AA,WWW5423,"Baron Philippe de Rothschild  Mouton Cadet Bordeaux Blanc BIO ""Nathan""",White Wine,"Golden, with a slight ivory hue.",,France,Bordeaux,,,2024,Baron Philippe de Rothschild,Sauvignon Blanc,Medium,High,Low,,Fish|Seafood,0.847,"This fresh, solar and bright, organic and vegan white wine is made from Sauvignon Blanc, a typical Bordeaux grape variety.",,865,validated,3
WWW5425AA,WWW5425,Velenosi  Villa Angela Chardonnay IGT,White Wine,Lustrous straw yellow.,Chardonnay,Italy,Marche,,,2022,Velenosi,Chardonnay,Medium,Medium,Low,,Mushroom|Fish|Pasta,0.767,"Fresh and fragrant, this wine delivers all the typical aromas of its variety with elegance and a remarkable structure. It has a pleasant strong acidity.",,975,validated,3
WWW5426AD,WWW5426,Concha Y Toro  Casillero Del Diablo Devil's Carnaval Phenomenal Sauvignon,White Wine,Pale Yellow,,Chile,Central Valley,,,2024,Concha y Toro,,Light,High,Low,"[""fruit""]",Beef|Pork|Spicy Food|Barbecue,0.778,"<p>Phenomenal Sauvignon has attractive citrus and tropical fruit aromas. It dazzles with a balanced acidity and a phenomenal harmony. Ideal to enjoy with all kinds of appetizers, and perfect for celebrations accompanied with sushi or fish & chips.</p>",,609,validated,3
WWW5427CB,WWW5427,La Valentina  Trebbiano d’Abruzzo DOC,White Wine,"Clear, straw-yellow colour.",Trebbiano,Italy,Abruzzo,Montepulciano d’Abruzzo,,Current vintage,La Valentina,Trebbiano,Medium,High,Low,"Chamomile, Butter, Creamy, Lemon",Seafood|Pasta,1.0,,750 ml,900,validated,3
WWW5428CB,WWW5428,Luigi Bosca  De Sangre White Blend,White Wine,,"Chardonnay 50%, Semillón 35% And Sauvignon Blanc 15%",Argentina,Mendoza,,,Current vintage,Luigi Bosca,,Medium,Medium,Low,"[""fruit"",""herbal"",""floral""]",Fish|Seafood|Vegetables,1.0,,750 ml,1600,validated,3
WWW5429CB,WWW5429,Domaine Jaume  Cotes-Du-Rhone Blanc AOP,White Wine,,Clairette 25 % - Grenache 25 % - Marsanne 25 % - Roussane 15 % - Viognier 10 %,France,Rhône,,,Current vintage,Domaine Jaume,,Medium,Medium,Low,,Soft Cheese|Seafood,1.0,,750 ml,1000,validated,3
WWW5436FC,WWW5436,Louis Latour  Chateau De Blagny Meursault 1er Cru,White Wine,Reveals a pale yellow hue.,,France,Burgundy,,Meursault,2022,Louis Latour,Chardonnay,Light,High,Low,,Soft Cheese|Fish|Seafood,0.668,"Situated just south of Volnay and Pommard in the Côte de Beaune, Meursault is the most extensive southerly white wine commune of the Côte-d'Or. Surprisingly for an appellation of this quality, no Grand Cru exists, however the high quality of the 1er Cru more than compensates for this. An exclusive of Maison Louis Latour (monopole), the vineyards constituting the estate of the Château de Blagny are located high on the hillside overlooking Meursault and Puligny-Montrachet. Château de Blagny is the most important domaine in the commune.",,5009,validated,3
WWW5442AA,WWW5442,Blowfish  Sauvignon Blanc,White Wine,straw yellow colour,Sauvignon Blanc,Australia,South Australia,,,Current Vintage,Blowfish,Sauvignon Blanc,Light,High,Low,"[""fruit""]",Fish|Seafood,1.0,,750 ml,615,validated,3
WWW5444AB,WWW5444,"Xige Estate  Jade Dove White (Welschriesling, Ugni Blanc)",White Wine,,"Welschriesling, Ugni Blanc, Sauvignon Blanc",China,Ningxia,,,Current vintage,Xige Estate,"Welschriesling, Ugni Blanc",Light,High,Low,"[""floral""]",Fish|Seafood,1.0,,750 ml,1100,validated,3
WWW5445AB,WWW5445,Donnafugata  D&G Isolano Erna Bianco DOC,White Wine,Straw yellow color with golden reflections,Carricante,Italy,Sicily,,,2021,Donnafugata,Grillo,Medium,Medium,Low,"[""fruit"",""herbal"",""mineral""]",Chicken|Mushroom|Fish|Vegetables,1.0,,750 ml,1900,validated,3
WWW5446AB,WWW5446,Donnafugata  Da Marino Sicilia DOC,White Wine,A light straw color.,"Ansonica, Catarratto Bianco, Grecanico",Italy,Sicily,,,Current vintage,Donnafugata,Grillo,Light,High,Low,"[""fruit"",""floral""]",Fish|Seafood,1.0,,750 ml,1000,validated,3
WWW5457AE,WWW5457,Pietradolce  Etna Bianco,White Wine,,,Italy,Sicily,,,2022,Pietradolce Etna Bianco,Carricante,Light,High,Low,"[""earth""]",Fish|Seafood|Vegetables,0.658,"Pietradolce Etna Bianco is produced only from Carricante grapes, obtained from vineyards grown on sandy-loam soils with abundant volcanic rock, on the northern slopes of Etna, at a height ranging from 700 to 800 meters above sea level. The manual harvest takes place between the end of September and the beginning of October. The gentle pressing, followed by aging for 4-6 months in steel, produces a wine with a strong, fresh and lively timbre.",,1480,validated,3
WWW5473AB,WWW5473,L'Archetipo  Fiano IGP Salento,White Wine,Straw yellow colour with greenish yellow reflex.,Fiano Minutolo 100%,Italy,Puglia,,,Current vintage,L'Archetipo,Fiano,Medium,Medium,Low,"[""herbal"",""floral""]",Fish|Seafood|Vegetables,1.0,,750 ml,1100,validated,3
WWW5477AB,WWW5477,"Sato  Riesling ""L'Atypique""",White Wine,,Riesling,New Zealand,Central Otago,,,2022,Sato,Riesling,Light,High,Low,"[""fruit"",""mineral""]",Fish|Seafood,0.796,"Rich and golden-hued in the glass, this is a light and delicate wine. Textured, pithy, citrus and savoury, with flinty minerality and energetic, juicy acidity. Classic riesling notes underpinned by fine-grained, well-integrated tannins.",750 ml,1600,validated,3
WWW5481AA,WWW5481,Fontanafredda  Roero Arneis Pradalupo DOCG,White Wine,Intense straw yellow with greenish reflexes.,,Italy,Piedmont,,,2022,Fontanafredda,Arneis,Medium,Medium,Low,"[""herbal"",""floral""]",Fish|Seafood,0.818,"The colour is intense straw yellow with greenish reflexes. The bouquet is reminiscent of exotic fruits, matured peers, hawthorn and acacia honey. In the mouth is warm, velvety, sweet with a nice acidity level, giving the wine freshness and a long lasting aftertaste.",,945,validated,3
WWW5482AA,WWW5482,Fontanafredda  Gavi Del Commune Di Gavi DOCG,White Wine,Straw-yellow with greenish highlights.,,Italy,Piedmont,,,2022,Fontanafredda,Cortese,Light,High,Low,"[""fruit"",""herbal"",""floral""]",Fish|Seafood,0.818,"This is a white wine with a good personality. The colour is straw-yellow with greenish highlights. On the nose is full, with an intense bouquet featuring acacia and thrush ﬂower, lemon, and unripe apple. The palate is nicely dry, full, and sapid.",,995,validated,3
WWW5890BN,WWW5890,Jean-Paul Picard  Le Chemin de Marloup Sancerre Blanc,White Wine,Staw Yellow,Sauvignon Blanc,France,Burgundy,,Sancerre,2022,Jean-Paul Picard,Chardonnay,Medium,Medium,Low,"[""fruit"",""earth"",""mineral""]",Fish|Seafood,0.928,"<p>White Sancerre is a dry, fruity wine, made from Sauvignon Blanc, harvested from limestone-clay soils. On the nose it shows superb aromas of citrus fruits, allied to a touch of minerality. Serve at 10°, it is ideal with fish, shellfish, seafood, goat's cheese, or simply as an aperitif.</p>",750 ml,1409,validated,3
WWW5891AD,WWW5891,Fantini  Pinot Grigio Terre Siciliane,White Wine,Straw yellow color with golden highlights.,Pinot Gris,Italy,Sicily,,,2022,Terre Siciliane,Pinot Grigio,Medium,Medium,Low,"[""fruit"",""spice"",""herbal"",""oak""]",Fish|Seafood,0.796,"Straw yellow
color with golden highlights
.
Complex, with peach, grapefruit,
lemon
-lime flavors
; herbal
aromas, hints of oak, vanilla and
nutmeg
.
A medium
-bodied wine,
with
a pleasant aftertaste and
good balance
; finish is long, clean,
spicy yet delicate
.",,699,validated,3
WWW5895GT,WWW5895,Maison Jaffelin  Chablis,White Wine,,,France,Burgundy,,,2022,Maison Jaffelin,Chardonnay,Medium,High,Low,"[""earth"",""oak"",""mineral""]",Soft Cheese|Fish|Seafood,0.803,"The world-famous Chablis vineyards are Burgundy’s 
northernmost. The soil is clay-limestone and very 
rich in fossils, which endows Chablis wines with 
their characteristic mineral aromas.",,1809,validated,3
WWW5903GT,WWW5903,Karthäuserhof  Vdp.Grosse Lage Karthäuserhofberg Kabinett,White Wine,,,Germany,Mosel,,Kabinett,2020,Karthäuserhof,Riesling,Light,High,Low,"[""fruit"",""oak"",""mineral""]",Cured Meat|Seafood|Spicy Food,0.899,"The wine shows a ripe and aromatic nose of pineapple, 
almond, pear, mirabelle, some buttery elements and honeyed 
yellow fruits. It proves delicately fruity and creamy on the 
juicy yet fresh and citrus-driven palate with a finish which is 
nicely aromatic and full of presence.",750 ml,1900,validated,3
WWW5905GT,WWW5905,Karthäuserhof Bruno Riesling Kabinett Feinherb,White Wine,,Riesling,Germany,,,Kabinett,2023,Karthäuserhof,Riesling,Light,High,Low,"[""fruit""]",Cured Meat|Seafood|Spicy Food,0.876,"Intense fruit, juice vineyard peach, white grapefruit,
some pineapple and sweet exotic hints. Also fruity
on the palate, but without any heaviness. A classic
Kabinett which brings fruit, acidity and sweetness in
perfect balance.",,1279,validated,3
WWW5911GV,WWW5911,Palmila Sauvignon Blanc,White Wine,,Sauvignon Blanc (โซวีญง บล็อง),Chile,Maule Valley,,,Current vintage,Palmila,Sauvignon Blanc,Light,High,Low,"[""fruit"",""herbal"",""mineral""]",Seafood|Spicy Food|Vegetables,0.796,"<p>A crisp and refreshing Sauvignon Blanc (โซวีญง บลอง) with bright citrus, green apple, and passion fruit aromas. Zesty acidity and a clean mineral finish make it ideal for seafood, salads, and light appetizers.</p>",750 ml,599,validated,3
WWW5923DJ,WWW5923,Maison Leroy Meursault 2000,White Wine,,,France,Burgundy,,Meursault,2000,Maison Leroy,Chardonnay,Medium,Medium,Low,"Dried Apricot, Limestone, Hazelnut, Apricot, Truffle, Mineral, Beeswax, Butter, Apple, Cream",Soft Cheese|Fish|Seafood,0.923,"Maison Leroy's Meursault 2000 is a rare, mature Burgundy from one of the appellation's finest négociants — a profound, complex Chardonnay from a celebrated vintage, offering evolved Meursault character of golden apple, hazelnut, truffle, and butter with a long, mineral-rich finish.",750 ml,51400,validated,3
WWW6007AA,WWW6007,"Chateau d'Yquem  ""Y"" Bordeaux Blanc 2017",White Wine,Pale lemon color.,"Sauvignon Blanc, 25% Sémillon",France,Bordeaux,Pomerol,Pomerol,2017,Chateau d'Yquem,"Sémillon, Sauvignon Blanc",Full,High,Low,"[""fruit"",""earth"",""oak"",""mineral""]",Fish|Seafood|Vegetables,0.928,"<p><strong>98 Points James Suckling</strong></p>
<p>This is an exotic dry white with dried mango and pineapple and some slate throughout. Full-bodied with dense, rich fruit and saltiness, which, together with extremely energetic acidity, really drive the finish. Drink now or hold.</p>",750 ml,21550,validated,3
ABA0001BH,ABA0001,Vinturi  Deluxe Red Wine Aerator Set,Accessories,,,USA,,,,,Vinturi,,,,low,,,0.892,"Greater convenience, greater flair, greater-tasting wine! A gorgeous 12-3/4""-tall holding tower for by-the-glass service supports the star of this set, the Vinturi Red Wine Aerator. The Vinturi Red Wine Aerator is clearly on the cutting edge of wine aerating. Mixing just the right amount of air with your wine at the precise moments, this see-through aerator allows your reds to breathe instantly. The results are a better bouquet, enhanced flavor, and a smoother finish.",,4899,validated,5
ABA0002BH,ABA0002,Vinturi  Red Wine Aerator,Accessories,,,USA,,,,,Vinturi,,,,low,,,0.892,"Aerate wine in seconds for better taste. Mixing just the right amount of air with your wine at the precise moments, the Vinturi aerator allows your reds to breathe instantly.",,3499,validated,5
ABA0003BH,ABA0003,Vinturi  White Wine Aerator,Accessories,,,USA,,,,,Vinturi,,,,low,,,0.892,"Building on the winning design of the Vinturi Red Wine Aerator, engineers have modified the reservoir and air ducts to accommodate white wine's unique composition. The Vinturi White Wine Aerator provides a more vigorous aeration flow than its red wine counterpart, mixing just the right amount of air with your whites to enhance their character.",,2499,validated,5
ABA0004BH,ABA0004,Vinturi  Spirit Aerator,Accessories,,,USA,,,,,Vinturi,,,,low,,,0.892,"Raise spirits' flavor to a higher level. You've experienced the dramatically improved taste of wine using the Vinturi Wine Aerator. Now savor Whiskey, Tequila, Vodka, Gin, and all other spirits like never before! A built-in jigger with volume markers and push-button flow control lets you measure and aerate at the same time. Taste the many hidden flavors spirits have to offer! Includes a no-drip stand. Acrylic. Aerator and stand are dishwasher safe.",,2499,validated,5
ABA0005BM,ABA0005,Houdini by Rabbit  Aerating Decanter Set,Accessories,,,,,,,,Houdini by Rabbit,,,,,,,0.88,"Pouring a bottle of red wine into a decanter before serving improves both flavor and bouquet! As you pour, the wine becomes “aerated,” which means it picks up oxygen, enhancing both its taste and aroma. In fact, whatever the price of wine, it will more closely resemble a higher-priced wine after decanting. You’ll appreciate the difference.",,2490,validated,5
ABA0009BM,ABA0009,Metrokane  Houdini Chilling Carafe - Glass & Stainless,Accessories,,,,,,,,Metrokane  Houdini Chilling Carafe,,,,,"[""floral""]",Pork,0.88,"The Houdini Wine Chilling Carafe keeps wine chilled the natural way. (No plastic ice chamber! No freezable chemicals!) It’s a more effective chilling carafe because the stainless ice chamber is a highly efficient cold-transfer material, far superior to glass or plastic.",,1790,validated,5
ABA0010BM,ABA0010,Metrokane  Houdini Electric Cocktail Mixer - Red Lid,Accessories,,,,,,,,Metrokane  Houdini Electric Cocktail Mixer,,,,,,,0.88,"Mixing cocktails is more fun than ever with the Houdini Electric Cocktail Mixer. Measure the ingredients of your favorite cocktail into the Mixer, add ice, and press the start button. Enjoy the mixing show, then pour chilled, delicious cocktails.",,1090,validated,5
ABA0011BM,ABA0011,Metrokane  Houdini Pocket Flask - Black,Accessories,,,,,,,,Metrokane  Houdini Pocket Flask,,,,,"[""earth""]",,0.88,Carry your favorite drink with you in this handsome pocket-size Houdini Flask. It’s made of corrosion-proof stainless steel wrapped in waterproof faux leather. And the screw-cap is attached so you can never lose it.,,795,validated,5
ABA0015BM,ABA0015,Metrokane  Houdini Flip-Top Cocktail Shaker - Gun-Metal Grey,Accessories,,,,,,,,Metrokane  Houdini Flip-Top Cocktail Shaker,,,,,,,0.88,"Rabbit Barware shakes up the cocktail shaker market with a patented Flip-Top mechanism that does away with the usual strainer and lid. The Rabbit “Flip-Top” Shaker opens and closes with the touch of a finger. Two years in development, it’s a feat of hydraulic engineering applied to hi-tech sealing materials. The stainless double-wall keeps the cold inside and away from your hands. It’s the first real innovation in cocktail shakers since Prohibition.",,995,validated,5
ABA0016BM,ABA0016,Metrokane  Houdini Flip-Top Cocktail Shaker - Metallic Red,Accessories,,,,,,,,Metrokane  Houdini Flip-Top Cocktail Shaker,,,,,,,0.88,"Rabbit Barware shakes up the cocktail shaker market with a patented Flip-Top mechanism that does away with the usual strainer and lid. The Rabbit “Flip-Top” Shaker opens and closes with the touch of a finger. Two years in development, it’s a feat of hydraulic engineering applied to hi-tech sealing materials. The stainless double-wall keeps the cold inside and away from your hands. It’s the first real innovation in cocktail shakers since Prohibition.",,995,validated,5
ABA0017BM,ABA0017,Metrokane  Rabbit 4-Piece Wine Tool Kit - Metallic Red,Accessories,,,,Champagne,,,,Metrokane  Rabbit 4-Piece Wine Tool Kit,,,,,"[""fruit""]",Pork,0.88,"Includes all the tools needed to open, serve and store wine: Rabbit Self-Pulling Corkscrew, Foil Cutter, Pourer with Stopper and Wine/Champagne Sealer.",,1190,validated,5
ABA0018BM,ABA0018,Metrokane  Rabbit 4-Piece Wine Tool Kit - Silver,Accessories,,,,Champagne,,,,Metrokane  Rabbit 4-Piece Wine Tool Kit,,,,,,Pork,0.88,"Includes all the tools needed to open, serve and store wine: Rabbit Self-Pulling Corkscrew, Foil Cutter, Pourer with Stopper and Wine/Champagne Sealer.",,1190,validated,5
ABA0019BM,ABA0019,Metrokane  Rabbit 4-Piece Wine Tool Kit - Velvet Black,Accessories,,,,Champagne,,,,Metrokane  Rabbit 4-Piece Wine Tool Kit,,,,,,Pork,0.88,"Includes all the tools needed to open, serve and store wine: Rabbit Self-Pulling Corkscrew, Foil Cutter, Pourer with Stopper and Wine/Champagne Sealer.",,1390,validated,5
ABA0022BM,ABA0022,Metrokane  Houdini Corkscrew - Silver,Accessories,,,,,,,,Metrokane  Houdini Corkscrew,,,,,,,0.88,"A high-quality lever-style corkscrew at a lower price. The Houdini Corkscrew works like magic!
Push down, pull up and PRESTO! The cork is out of the bottle!
Push down, pull up again and SHAZAM! The cork is off the corkscrew!
Opens any-size wine bottle.

All gear teeth made of hardened metal and Houdini Corkscrew has been tested for 20,000 cork pulls by independent laboratory.

The Houdini Corkscrew is packaged in an attractive plastic gift/storage box, and includes an extra spiral and a matching foil cutter.",,1590,validated,5
ABA0023BM,ABA0023,Metrokane  Houdini Corkscrew - Velvet Black,Accessories,,,,,,,,Metrokane  Houdini Corkscrew,,,,,,,0.88,"A high-quality lever-style corkscrew at a lower price. The Houdini Corkscrew works like magic!
Push down, pull up and PRESTO! The cork is out of the bottle!
Push down, pull up again and SHAZAM! The cork is off the corkscrew!
Opens any-size wine bottle.

All gear teeth made of hardened metal and Houdini Corkscrew has been tested for 20,000 cork pulls by independent laboratory.

The Houdini Corkscrew is packaged in an attractive plastic gift/storage box, and includes an extra spiral and a matching foil cutter.",,1590,validated,5
ABA0024BM,ABA0024,Metrokane  Houdini Wine Rack - 4 Bottles,Accessories,,,,,,,,Metrokane  Houdini Wine Rack,,,,,,,0.88,"The Houdini modular rack expands “Like Magic” to fit your shelf, counter or cupboard space. 2, 3, 4 or more units can be clipped together to hold basically any number of bottles of wine. Compact design of the Houdini Wine Rack fits almost anywhere—even in the fridge, to keep white wine cold.",,595,validated,5
ABA0026BM,ABA0026,Metrokane  Rabbit Citrus Juicer - All-Chrome,Accessories,,,,,,,,Metrokane  Rabbit Citrus Juicer,,,medium,,"[""fruit""]",,0.88,"The Rabbit Citrus Juicer is the world’s largest selling mechanical citrus juicer with a classic retro ’50’s design that fits into the decor of every kitchen and home bar. With the ability to leverage up to 600 pounds of pressure, the Rabbit Citrus Juicer rapidly squeezes every drop of juice from oranges, lemons, limes and grapefruit without the bitter skin oils that electric juicers can impart. The stainless steel cone and funnel, which can be removed and easily cleaned under a running faucet, insure only the purest flavor of the juice. The lifetime warranty on moving parts assures you of fantastic, fresh citrus juice for years and years to come.",,2190,validated,5
ABA0028BM,ABA0028,Rabbit  Wing Corkscrew - Chrome,Accessories,,,,,,,,Rabbit  Wing Corkscrew,,,,,,,0.88,"The Rabbit Wing Corkscrew was designed to overcome problems in the operation of conventional wing corkscrews. It clamps stably on the top of a wine bottle, which makes it easy to insert spiral into the cork. The non-stick spiral penetrates cleanly, so the cork will not crumble as often happens with ordinary wing corkscrew.",,895,validated,5
ABA0029BM,ABA0029,Metrokane  Rabbit Electric Cocktail Mixer,Accessories,,,,,,,,Metrokane,,,,,,,0.88,"Mixing cocktails is more fun than ever with the Rabbit Electric Cocktail Mixer. Measure the ingredients of your favorite cocktail into the Mixer, add ice, and press the start button. Enjoy the mixing show, then pour chilled, delicious cocktails.",,995,validated,5
ABA0030BM,ABA0030,Metrokane  Rabbit Flip-Top Cocktail Shaker - 24 Oz.,Accessories,,,,,,,,Metrokane  Rabbit Flip-Top Cocktail Shaker,,,,,,,0.88,"Rabbit Barware shakes up the cocktail shaker market with a patented Flip-Top mechanism that does away with the usual strainer and lid. The Rabbit “Flip-Top” Shaker opens and closes with the touch of a finger. Two years in development, it’s a feat of hydraulic engineering applied to hi-tech sealing materials. The stainless double-wall keeps the cold inside and away from your hands. It’s the first real innovation in cocktail shakers since Prohibition.",,1390,validated,5
ABA0031BM,ABA0031,Metrokane  Rabbit Flip-Top Cocktail Shaker - 16 Oz.,Accessories,,,,,,,,Metrokane  Rabbit Flip-Top Cocktail Shaker,,,,,"[""fruit""]",,0.88,"Rabbit Barware shakes up the cocktail shaker market with a patented Flip-Top mechanism that does away with the usual strainer and lid. The Rabbit “Flip-Top” Shaker opens and closes with the touch of a finger. Two years in development, it’s a feat of hydraulic engineering applied to hi-tech sealing materials. The stainless double-wall keeps the cold inside and away from your hands. It’s the first real innovation in cocktail shakers since Prohibition.",,1190,validated,5
ABA0033BM,ABA0033,Metrokane  Rabbit Barware Ice Bucket,Accessories,,,,,,,,Metrokane,,,,,,,0.88,The stainless steel Rabbit Ice Bucket has a 4-quart capacity and a double-wall construction that keeps ice frozen for hours.,,1790,validated,5
ABA0034BM,ABA0034,Metrokane  Rabbit Barware Bar Tool Caddy - 6 Pieces,Accessories,,,,,,,,Metrokane  Rabbit Barware Bar Tool Caddy,,,,,"[""fruit""]",,0.88,"The Rabbit 6 Piece Tool Set includes a double jigger, muddler, strainer, ice tongs, and a bottle/can opener in a functional caddy. You can complement the Rabbit Bar Tool Set with the Rabbit Stainless Ice Bucket. The caddy and bar tools stores in the Ice Bucket and makes a beautiful display on your home bar. The Rabbit Stainless Ice Bucket has double-wall construction to keep ice frozen for hours.",,2190,validated,5
ABA0036BM,ABA0036,Metrokane  Rabbit Wine Preserver W/2 Stoppers - Silver,Accessories,,,,,,,,Metrokane  Rabbit Wine Preserver W/2 Stoppers,,,medium,,,,0.88,"Removes air from opened bottle of wine helping to lock in the freshness and flavor of wine. Patented push button stopper holds vacuum for days; reopen and drink at your own leisure. Ergonomically designed pump handle for easy operation; easier than ever to preserve the freshness of your opened wine bottles. Includes 2 stoppers allowing you to preserve two bottles of wine at the same time. With excellent rabbit design and quality, you can count on both quality and sturdiness that is meant to last",,595,validated,5
ABA0038BM,ABA0038,Metrokane  Houdini Wine Preserver W/2 Stoppers - Black,Accessories,,,,,,,,Metrokane  Houdini Wine Preserver W/2 Stoppers,,,,,,,0.88,"“If you don’t finish the bottle, save the wine!” The Houdini Wine Preserver is a pump-and-stopper vacuum system that removes air from an opened bottle of wine. This preserves the wines taste until the bottle is re-opened.",,795,validated,5
ABA0039BM,ABA0039,Metrokane  Vacuum Pump Stoppers - Set Of 4,Accessories,,,,,,,,Metrokane  Vacuum Pump Stoppers,,,,,,,0.88,To help preserve wine in an opened bottle the stopper is inserted and air is pumped out with a Rabbit or Houdini Wine Preserver. This removes air that may affect the wine and saves the wine to drink another day. Vacuum is easily released by pushing button to the side.,,495,validated,5
ABA0042BM,ABA0042,Rabbit  Walnut Zippity 2-Step Corkscrew,Accessories,,,,,,,,Rabbit,,,,,,,0.88,"Open wine like the professionals with the Rabbit® Walnut Zippity Two Step. Its non-stick spiral turns into cork faster than an ordinary spiral and the foil cutter retracts automatically when the levers are opened, saving 5 seconds on every cork pull. The beautiful walnut finish makes this the perfect gift for any wine lover.",,1390,validated,5
ABA0043BM,ABA0043,Metrokane  Zippity Wine Tool Kit - Metallic Red,Accessories,,,,Champagne,,,,Metrokane  Zippity Wine Tool Kit,,,,,,Pork,0.88,"The Rabbit 3-Piece Zippity Wine Tool Kit is the most affordable Wine Tool Kit ever. It includes everything you need to open, serve and seal your wine. Packaged in a clear Lucite case, this kit includes the Zippity 2-step, the fastest 2-step waiter’s corkscrew ever made, the wine/champagne sealer and pourer with stopper.",,895,validated,5
ABA0044BM,ABA0044,Metrokane  Zippity Wine Tool Kit - Silver,Accessories,,,,Champagne,,,,Metrokane  Zippity Wine Tool Kit,,,,,,Pork,0.88,"The Rabbit 3-Piece Zippity Wine Tool Kit is the most affordable Wine Tool Kit ever. It includes everything you need to open, serve and seal your wine. Packaged in a clear Lucite case, this kit includes the Zippity 2-step, the fastest 2-step waiter’s corkscrew ever made, the wine/champagne sealer and pourer with stopper.",,895,validated,5
ABA0045BM,ABA0045,Rabbit  Zippity Wine Tool Kit - Velvet Black,Accessories,,,,Champagne,,,,Rabbit  Zippity Wine Tool Kit,,,,,,Pork,0.88,"The Rabbit 3-Piece Zippity Wine Tool Kit is the most affordable Wine Tool Kit ever. It includes everything you need to open, serve and seal your wine. Packaged in a clear Lucite case, this kit includes the Zippity 2-step, the fastest 2-step waiter’s corkscrew ever made, the wine/champagne sealer and pourer with stopper.",,1190,validated,5
ABA0046BM,ABA0046,Metrokane  Faucet Corkscrew - White,Accessories,,,,,,,,Metrokane  Faucet Corkscrew,,,,,,,0.88,"Clever and fun, but also a better corkscrew. Turn on the wine with this easy self-puller with a built-in foil cutter.",,695,validated,5
ABA0047BM,ABA0047,Metrokane  Faucet Corkscrew - Black,Accessories,,,,,,,,Metrokane  Faucet Corkscrew,,,,,,,0.88,"Clever and fun, but also a better corkscrew. Turn on the wine with this easy self-puller with a built-in foil cutter.",,695,validated,5
ABA0048BM,ABA0048,Metrokane  Rabbit Self-Pulling Corkscrew Pocket,Accessories,,,,,,,,Metrokane,,,,,,,0.88,A patented invention with all the features of the Rabbit Self-Pulling Corkscrew—plus portability. Handles of the Pocket Corkscrew fold into the guide for storage or to carry safely in the pocket. Lifetime Warranty.,,795,validated,5
