entity_type,entity_name,parent_country,parent_region,parent_subregion,classification_scope,product_count,segments_seen,source_basis,copy_status,description_short_en,description_full_en,notes
brand,Campari,Italy,,,Liqueur,5,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Campari is an active brand in the catalog, represented across Liqueur.","Campari appears in the assortment as a recurring commercial brand with visible strength in Liqueur and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Campero,Chile,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Campero is an active brand in the catalog, represented across Red Wine.","Campero appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Campo Viejo,Spain,,,Red Wine and Sparkling Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Campo Viejo is an active brand in the catalog, represented across Red Wine and Sparkling Wine.","Campo Viejo appears in the assortment as a recurring commercial brand with visible strength in Red Wine and Sparkling Wine and geographic ties to Spain. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Campogiovanni,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Campogiovanni is an active brand in the catalog, represented across Red Wine.","Campogiovanni appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Camus,France,,,Brandy,7,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Camus is an active brand in the catalog, represented across Brandy.","Camus appears in the assortment as a recurring commercial brand with visible strength in Brandy and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 7 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cana Brava,Panama,,,Rum,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Cana Brava is an active brand in the catalog, represented across Rum.","Cana Brava appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to Panama. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canadian Club,Canada,,,Whisky,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Canadian Club is an active brand in the catalog, represented across Whisky.","Canadian Club appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to Canada. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canard Duchene,France,,,Champagne,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Canard Duchene is an active brand in the catalog, represented across Champagne.","Canard Duchene appears in the assortment as a recurring commercial brand with visible strength in Champagne and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canario,Brazil,,,Rum,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Canario is an active brand in the catalog, represented across Rum.","Canario appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to Brazil. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canevel,Italy,,,Sparkling Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Canevel is an active brand in the catalog, represented across Sparkling Wine.","Canevel appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canicatti,Italy,,,Red Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Canicatti is an active brand in the catalog, represented across Red Wine.","Canicatti appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cannonball,USA,,,Red Wine and White Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cannonball is an active brand in the catalog, represented across Red Wine and White Wine.","Cannonball appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantavida,Chile,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantavida is an active brand in the catalog, represented across Red Wine.","Cantavida appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Canti,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Canti is an active brand in the catalog, represented across Red Wine.","Canti appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantina Di Montalcino,Italy,,,Red Wine and White Wine,5,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantina Di Montalcino is an active brand in the catalog, represented across Red Wine and White Wine.","Cantina Di Montalcino appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantina Di Ora,Italy,,,Red Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantina Di Ora is an active brand in the catalog, represented across Red Wine.","Cantina Di Ora appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantina Terlano,Italy,,,White Wine and Red Wine,6,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantina Terlano is an active brand in the catalog, represented across White Wine and Red Wine.","Cantina Terlano appears in the assortment as a recurring commercial brand with visible strength in White Wine and Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 6 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantina Tollo,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantina Tollo is an active brand in the catalog, represented across Red Wine.","Cantina Tollo appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Florio,Italy,,,Dessert Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Florio is an active brand in the catalog, represented across Dessert Wine.","Cantine Florio appears in the assortment as a recurring commercial brand with visible strength in Dessert Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Ivam,Italy,,,Red Wine and White Wine,7,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Ivam is an active brand in the catalog, represented across Red Wine and White Wine.","Cantine Ivam appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 7 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Leonardo Da Vinci,Italy,,,Red Wine,9,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Leonardo Da Vinci is an active brand in the catalog, represented across Red Wine.","Cantine Leonardo Da Vinci appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 9 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Paolini,Italy,,,Red Wine and White Wine,7,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Paolini is an active brand in the catalog, represented across Red Wine and White Wine.","Cantine Paolini appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 7 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Pellegrino,Italy,,,"White Wine, Dessert Wine, and Sparkling Wine",9,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Pellegrino is an active brand in the catalog, represented across White Wine, Dessert Wine, and Sparkling Wine.","Cantine Pellegrino appears in the assortment as a recurring commercial brand with visible strength in White Wine, Dessert Wine, and Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 9 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Petrosino,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Petrosino is an active brand in the catalog, represented across Red Wine.","Cantine Petrosino appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cantine Russo,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cantine Russo is an active brand in the catalog, represented across Red Wine.","Cantine Russo appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Caol Ila,Scotland,,,Whisky,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Caol Ila is an active brand in the catalog, represented across Whisky.","Caol Ila appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Caorunn,Scotland,,,Gin,2,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Caorunn is an active brand in the catalog, represented across Gin.","Caorunn appears in the assortment as a recurring commercial brand with visible strength in Gin and geographic ties to Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cape Mentelle,Australia,,,"White Wine, Rose Wine, and Red Wine",4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cape Mentelle is an active brand in the catalog, represented across White Wine, Rose Wine, and Red Wine.","Cape Mentelle appears in the assortment as a recurring commercial brand with visible strength in White Wine, Rose Wine, and Red Wine and geographic ties to Australia. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cape Zebra,South Africa,,,Red Wine and White Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cape Zebra is an active brand in the catalog, represented across Red Wine and White Wine.","Cape Zebra appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to South Africa. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Capel Pisco,Chile,,,Brandy,2,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Capel Pisco is an active brand in the catalog, represented across Brandy.","Capel Pisco appears in the assortment as a recurring commercial brand with visible strength in Brandy and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Capo Zafferano,Italy,,,Red Wine and White Wine,6,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Capo Zafferano is an active brand in the catalog, represented across Red Wine and White Wine.","Capo Zafferano appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 6 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Caprice de Bastor-Lamontagne,France,,,Dessert Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Caprice de Bastor-Lamontagne is an active brand in the catalog, represented across Dessert Wine.","Caprice de Bastor-Lamontagne appears in the assortment as a recurring commercial brand with visible strength in Dessert Wine and geographic ties to France. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Captain Morgan,Caribbean,,,Rum,3,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Captain Morgan is an active brand in the catalog, represented across Rum.","Captain Morgan appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to Caribbean. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Capture,USA,,,Red Wine and White Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Capture is an active brand in the catalog, represented across Red Wine and White Wine.","Capture appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Capucana,Brazil,,,Rum,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Capucana is an active brand in the catalog, represented across Rum.","Capucana appears in the assortment as a recurring commercial brand with visible strength in Rum and geographic ties to Brazil. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cardhu,Scotland,,,Whisky,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Cardhu is an active brand in the catalog, represented across Whisky.","Cardhu appears in the assortment as a recurring commercial brand with visible strength in Whisky and geographic ties to Scotland. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Caricature,USA,,,Red Wine and White Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Caricature is an active brand in the catalog, represented across Red Wine and White Wine.","Caricature appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carlo Pellegrino,Italy,,,Brandy and Liqueur,4,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Carlo Pellegrino is an active brand in the catalog, represented across Brandy and Liqueur.","Carlo Pellegrino appears in the assortment as a recurring commercial brand with visible strength in Brandy and Liqueur and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carlos I,Spain,,,Brandy,1,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Carlos I is an active brand in the catalog, represented across Brandy.","Carlos I appears in the assortment as a recurring commercial brand with visible strength in Brandy and geographic ties to Spain. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carpano,Italy,,,Liqueur,7,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Carpano is an active brand in the catalog, represented across Liqueur.","Carpano appears in the assortment as a recurring commercial brand with visible strength in Liqueur and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 7 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carpineto,Italy,,,Red Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Carpineto is an active brand in the catalog, represented across Red Wine.","Carpineto appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carpineto  Dogajolo,Italy,,,Red Wine and White Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Carpineto  Dogajolo is an active brand in the catalog, represented across Red Wine and White Wine.","Carpineto  Dogajolo appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Carta Vieja,Chile,,,Red Wine and White Wine,9,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Carta Vieja is an active brand in the catalog, represented across Red Wine and White Wine.","Carta Vieja appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Chile. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 9 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Cartlidge & Browne,USA,,,Red Wine and White Wine,4,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Cartlidge & Browne is an active brand in the catalog, represented across Red Wine and White Wine.","Cartlidge & Browne appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to USA. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 4 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casa Casarena,Argentina,,,Red Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casa Casarena is an active brand in the catalog, represented across Red Wine.","Casa Casarena appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Argentina. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casa Flamenco,Mexico,,,Tequila,2,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Casa Flamenco is an active brand in the catalog, represented across Tequila.","Casa Flamenco appears in the assortment as a recurring commercial brand with visible strength in Tequila and geographic ties to Mexico. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casa Maestri,Mexico,,,"Tequila, Vodka, and Whisky",6,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Casa Maestri is an active brand in the catalog, represented across Tequila, Vodka, and Whisky.","Casa Maestri appears in the assortment as a recurring commercial brand with visible strength in Tequila, Vodka, and Whisky and geographic ties to Mexico. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 6 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casa Noble,Mexico,,,Tequila,5,spirits,catalog_and_taxonomy_rules,draft_catalog_based,"Casa Noble is an active brand in the catalog, represented across Tequila.","Casa Noble appears in the assortment as a recurring commercial brand with visible strength in Tequila and geographic ties to Mexico. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casa Vinicola Coppi,Italy,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casa Vinicola Coppi is an active brand in the catalog, represented across Red Wine.","Casa Vinicola Coppi appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casal Bordino,Italy,,,Red Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casal Bordino is an active brand in the catalog, represented across Red Wine.","Casal Bordino appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casali Viticulturi,Italy,,,Sparkling Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casali Viticulturi is an active brand in the catalog, represented across Sparkling Wine.","Casali Viticulturi appears in the assortment as a recurring commercial brand with visible strength in Sparkling Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casanova di Neri,Italy,,,Red Wine,5,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casanova di Neri is an active brand in the catalog, represented across Red Wine.","Casanova di Neri appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Italy. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 5 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casarena,Argentina,,,Red Wine and White Wine,3,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casarena is an active brand in the catalog, represented across Red Wine and White Wine.","Casarena appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Argentina. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 3 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casarena Naoki,Argentina,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casarena Naoki is an active brand in the catalog, represented across Red Wine.","Casarena Naoki appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Argentina. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casarena Owen,Portugal,,,Red Wine and White Wine,2,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casarena Owen is an active brand in the catalog, represented across Red Wine and White Wine.","Casarena Owen appears in the assortment as a recurring commercial brand with visible strength in Red Wine and White Wine and geographic ties to Portugal. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 2 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
brand,Casarena Reservado,Argentina,,,Red Wine,1,wine,catalog_and_taxonomy_rules,draft_catalog_based,"Casarena Reservado is an active brand in the catalog, represented across Red Wine.","Casarena Reservado appears in the assortment as a recurring commercial brand with visible strength in Red Wine and geographic ties to Argentina. In the absence of a source-validated producer biography, this draft brand description stays close to live catalog evidence and positions the brand through its practical role in the assortment: a recognizable label used across 1 listed products, with relevance for search, navigation, and consistent copy tone.",Brand description generated from live catalog distribution; upgrade with official brand story when available.
