sku,id,name,classification,brand,price,overall_confidence,country,region,subregion,gap_type,stage_order,applicability,ga_priority_rank,ga_priority_score,value_band,subregion_action,priority_score,priority_reason,priority_rank
WRW6493FT,,Sarget De Gruaud Larose Saint-Julien Second wine of Chateau Gruaud Larose,Red Wine,Chateau Gruaud Larose,2629.00,0.71,France,Bordeaux,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2767
WRW6562BN,,Chateau Faugeres  Saint Emilion Grand Cru 2020,Red Wine,Chateau Faugeres  Saint Emilion Grand Cru,2799.00,0.66,France,Bordeaux,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2768
WRW6612AD,,Clarendelle  Medoc Red,Red Wine,Clarendelle Medoc,1299.00,0.78,France,Bordeaux,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2769
WRW6871GW,,Loacker Corte Pavone Rosso Di Montalcino D.O.C.,Red Wine,Loacker,1140.00,0.80,Italy,Tuscany,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2770
WWW0202AD,,Domaine Laroche  Chablis Les Chanoines AOC,White Wine,Domaine Laroche,1199.00,0.78,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2771
WWW1066AF,,Joseph Drouhin  Vaudon  Chablis,White Wine,Joseph Drouhin,1589.00,0.78,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2772
WWW1520BN,,Louis Michel  Chablis,White Wine,Louis Michel,2010.00,0.78,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2773
WWW1942DJ,,Albert Bichot  Domaine Long-Depaquit  Chablis,White Wine,Albert Bichot,2549.00,0.66,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2774
WWW5246DD,,Domaine de la Motte  Chablis,White Wine,Domaine de la Motte,1515.00,0.78,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2775
WWW5266BN,,William Fevre  Chablis Premier Cru,White Wine,William Fevre,2949.00,0.71,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2776
WWW5267BN,,William Fevre  Chablis Premier Cru Vaillons,White Wine,William Fevre,2949.00,0.71,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2777
WWW5291GE,,Saint Trifon  Sauvignon Blanc,White Wine,Saint Trifon,1000.00,0.80,Australia,South Australia,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2778
WWW5413FJ,,Domaine De La Cornasse  Chablis,White Wine,Domaine De La Cornasse,1489.00,0.66,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2779
WWW5431GQ,,Domaine du Chardonnay  Chablis Paradis,White Wine,Domaine du Chardonnay,2199.00,0.73,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2780
WWW5432GQ,,Domaine du Chardonnay  Chablis ler Cru Montmain,White Wine,Domaine du Chardonnay,2499.00,0.73,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2781
WWW5433GQ,,Domaine du Chardonnay  Chablis Les Lys,White Wine,Domaine du Chardonnay,2699.00,0.73,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2782
WWW5460FC,,Simonnet-Febvre  Petit Chablis,White Wine,Petit Chablis,1259.00,0.71,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2783
WWW5893GT,,Maison Jaffelin  Saint-Veran Blanc,White Wine,Maison Jaffelin,1589.00,0.71,France,Burgundy,,subregion,3,actionable,,,mid_value,fill_clear,240.00,subregion gated gap | wine-like classification | mid value | clear subregion candidate,2784
WRW0136AD,,Zonin  Chianti DOCG,Red Wine,Zonin,645.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2785
WRW0299AD,,Conte Placido  Placido Chianti DOCG,Red Wine,Conte Placido,599.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2786
WRW2019AC,,Coli  Chianti Classico DOCG,Red Wine,Coli,799.00,0.83,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2787
WRW2020AC,,Coli  Chianti Classico Riserva DOCG,Red Wine,Coli,999.00,0.83,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2788
WRW2048AC,,Danese  Chianti DOCG,Red Wine,Danese,719.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2789
WRW3350DD,,Chateau Côtes De Chambeau  Montagne Saint-Emilion,Red Wine,Chateau Côtes De Chambeau,705.00,0.92,France,Bordeaux,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2790
WRW4790DD,,Botter  Chianti Classico Rosso DOCG,Red Wine,Botter,789.00,0.93,Italy,Veneto,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2791
WRW5057AD,,Castello di Albola Chianti Classico DOCG,Red Wine,Castello di Albola,999.00,0.83,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2792
WRW5398AA,,Cantine Leonardo Da Vinci  Da Vinci I Capolavori Chianti DOCG,Red Wine,Cantine Leonardo Da Vinci,855.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2793
WRW5961FJ,,Crono  Chianti Riserva DOCG,Red Wine,Crono,749.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2794
WRW5997AD,,Bell' Agio  Chianti DOCG Fiasco,Red Wine,Bell' Agio,949.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,235.00,subregion gated gap | wine-like classification | high confidence context | clear subregion candidate,2795
LBD0132AJ,,J. Dupont Cognac  Grande Champagne VSOP Art Nouveau (700 ml),Champagne,J. Dupont Cognac,5999.00,0.90,France,Champagne,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2796
LBD0133AJ,,J. Dupont Cognac  Grande Champagne XO Art Deco (700 ml),Champagne,J. Dupont Cognac,10599.00,0.90,France,Champagne,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2797
LGP0012AA,,Nonino  Ue Il Prosecco (700 ml),Sparkling Wine,Nonino,3329.00,0.84,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2798
WDW0142AA,,Livio Felluga  Picolit 2011 (500 ml),Dessert Wine,Livio Felluga,3880.00,0.90,Italy,Friuli,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2799
WRS0048AB,,E. Michel  Rose,Champagne,E. Michel,3220.00,0.92,France,Champagne,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2800
WRS0053AF,,Pol Roger  Rose,Champagne,Pol Roger,6229.00,0.92,France,Champagne,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2801
WRS0190AA,,Château Routas  Coteaux Varois en Provence Rosé (3 L),Rose Wine,Château Routas,3425.00,0.92,France,Provence,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2802
WRS0248DJ,,Chavost Rose de Saignee Brut Nature - Rose,Champagne,Champagne Chavost,5600.00,0.86,France,Champagne,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2803
WRW0083AF,,Almaviva  2010,Red Wine,Almaviva,9249.00,0.92,Chile,Maipo Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2804
WRW0108AC,,Katnook  Limited Release Prodigy Shiraz,Red Wine,Katnook,3839.00,0.92,Australia,Coonawarra,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2805
WRW0109AC,,Katnook  Limited Release Odyssey Cabernet Sauvignon,Red Wine,Katnook,3739.00,0.92,Australia,Coonawarra,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2806
WRW0113AD,,Michel Lynch  Medoc Reserve Red,Red Wine,Michel Lynch,899.00,0.78,France,Bordeaux,,subregion,3,actionable,,,core_value,fill_clear,220.00,subregion gated gap | wine-like classification | clear subregion candidate,2807
WRW0233AH,,Montes  Folly Syrah,Red Wine,Montes,5499.00,0.92,Chile,Casablanca Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2808
WRW0234AH,,Montes  Purple Angel Carmenere,Red Wine,Montes,5499.00,0.89,Chile,Casablanca Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2809
WRW0380AD,,Concha Y Toro  Don Melchor,Red Wine,Concha y Toro,6499.00,0.95,Chile,Maipo Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2810
WRW0383AD,,Bodegas Palacios Remondo  Finca Dofi Priorat,Red Wine,Bodegas Palacios Remondo,3580.00,0.89,Spain,Priorat,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2811
WRW0410AA,,Santa Cristina By Antinori  Chianti Superiore DOCG,Red Wine,Antinori,935.00,0.61,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,220.00,subregion gated gap | wine-like classification | clear subregion candidate,2812
WRW0410HI,,Santa Cristina By Antinori  Chianti Superiore DOCG,Red Wine,Antinori,940.00,0.61,Italy,Tuscany,,subregion,3,actionable,,,core_value,fill_clear,220.00,subregion gated gap | wine-like classification | clear subregion candidate,2813
WRW0479AA,,Lungarotti  Rubesco Torgiano Riserva Vigna Monticchio,Red Wine,Lungarotti,3015.00,0.82,Italy,Umbria,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2814
WRW0479AA-6,,Lungarotti  Rubesco Torgiano Riserva Vigna Monticchio (Wooden Case) (6 Bottles in Case),Red Wine,Lungarotti,18090.00,0.82,Italy,Umbria,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2815
WRW0493AA,,Mount Langi Ghiran  Langi Shiraz Shiraz,Red Wine,Mount Langi Ghiran,4025.00,0.85,Australia,South Eastern Australia,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2816
WRW0517AA,,Poggio Al Tesoro  Sondraia DOC,Red Wine,Poggio Al Tesoro,3975.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2817
WRW0520AA,,Parker  First Growth,Red Wine,Parker,5190.00,0.89,Australia,Coonawarra,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2818
WRW0608AA,,Alois Lageder  The Farms LOWENGANG Cabernet (Biodynamic),Red Wine,Alois Lageder,3220.00,0.92,Italy,Trentino-Alto Adige,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2819
WRW0619AA,,Allegrini  La Poja IGT,Red Wine,Allegrini,6335.00,0.82,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2820
WRW0619AA-6,,Allegrini  La Poja IGT (Wooden Case) (6 Bottles in Case),Red Wine,Allegrini,38010.00,0.82,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2821
WRW0701AB,,Chateau Mas Neuf  Chateauneuf du Pape,Red Wine,Chateau Mas Neuf,3229.00,0.92,France,Provence,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2822
WRW0713AB,,"Marques De Riscal  Baron de Chirel, DOC Rioja",Red Wine,Marques De Riscal,5000.00,0.89,Spain,Rioja,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2823
WRW1048AD,,Beringer  Knights Valley Cabernet Sauvignon,Red Wine,Beringer,3195.00,0.85,USA,Bordeaux,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2824
WRW1055AB,,Errazuriz  Don Maximiano Founder's Reserve,Red Wine,Errazuriz,5000.00,0.88,Chile,Aconcagua Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2825
WRW1058AB,,Donnafugata  Mille e Una Notte Contessa Entellina DOC,Red Wine,Donnafugata,3800.00,0.92,Italy,Sicily,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2826
WRW1074AB,,Jean Leon  Cabernet Sauvignon Gran Reserva Penedes,Red Wine,Jean Leon,4369.00,0.87,Spain,Penedès,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2827
WRW1075AB,,Jean Leon  Cabernet Sauvignon Reserva Penedes,Red Wine,Jean Leon,3100.00,0.92,Spain,Penedès,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2828
WRW1082AB,,Errazuriz  La Cumbre Shiraz,Red Wine,Errazuriz,5300.00,0.89,Chile,Aconcagua Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2829
WRW1111AB,,Pala  S'Arai Isola Dei Nuraghi IGT,Red Wine,Pala,3220.00,0.92,Italy,Sardinia,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2830
WRW1168AF,,Sena  2013,Red Wine,Seña,9530.00,0.92,Chile,Aconcagua Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2831
WRW1249AD,,Catena Zapata  Nicasia Malbec,Red Wine,Catena Zapata,4099.00,0.92,Argentina,Mendoza,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2832
WRW1258AF,,"Santa Carolina  Herencia ""Carmenere""",Red Wine,Santa Carolina,3879.00,0.92,Chile,Colchagua Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2833
WRW1262AF,,Santa Carolina  V S C,Red Wine,Santa Carolina,3570.00,0.92,Chile,Cachapoal Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2834
WRW1396AF,,Chateau Carbonnieux  Grand Cru Classe,Red Wine,Chateau Carbonnieux,3490.00,0.92,France,Bordeaux,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2835
WRW1410AF,,Joseph Drouhin  Aloxe Corton,Red Wine,Joseph Drouhin,4509.00,0.89,France,Burgundy,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2836
WRW1420AF,,Joseph Drouhin  Vosne Romanee,Red Wine,Joseph Drouhin,5669.00,0.93,France,Burgundy,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2837
WRW1422AF,,Joseph Drouhin  Clos De La Roche Grand Cru,Red Wine,Joseph Drouhin,13169.00,0.92,France,Burgundy,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2838
WRW1526AK,,Jean-Luc Colombo  Les Terres Brulees Cornas,Red Wine,Jean-Luc Colombo,4089.00,0.92,France,Rhône Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2839
WRW1626BS,,Rocca Di Frassinello DOC,Red Wine,Rocca Di Frassinello,3199.00,0.85,Italy,Bordeaux,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2840
WRW1628BS,,Nicolis  Amarone della Valpolicella Classico DOCG,Red Wine,Nicolis,3190.00,0.81,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2841
WRW1632BS,,Nicolis  Ambrosan Amarone della Valpolicella Classico DOC,Red Wine,Nicolis,4290.00,0.83,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2842
WRW1636BS,,Rocca Di Frassinello  Baffonero DOC,Red Wine,Rocca Di Frassinello,10699.00,0.82,Italy,Tuscany,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2843
WRW1828DH,,Podere Sapaio  Sapaio Toscana Rosso DOCG,Red Wine,Podere Sapaio,3569.00,0.89,Italy,Tuscany,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2844
WRW1845AE,,Zenato  Amarone Riserva Sergio DOCG,Red Wine,Zenato,6930.00,0.82,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2845
WRW1852AE,,Zenato  Amarone della Valpolicella Classico DOC,Red Wine,Zenato,4079.00,0.83,Italy,Veneto,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2846
WRW1959AD,,Barton&Guestier  Medoc,Red Wine,Barton&Guestier,949.00,0.78,France,Bordeaux,,subregion,3,actionable,,,core_value,fill_clear,220.00,subregion gated gap | wine-like classification | clear subregion candidate,2847
WRW2125AC,,Bond  Matriarch,Red Wine,Bond,4899.00,0.87,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2848
WRW2126AC,,Bond  Melbury,Red Wine,Bond,17319.00,0.88,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2849
WRW2127AC,,Bond  St. Eden,Red Wine,Bond,17319.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2850
WRW2128AC,,Bond  Vecina,Red Wine,Bond,17319.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2851
WRW2129AC,,Bond  Pluribus,Red Wine,Bond,17319.00,0.88,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2852
WRW2130AC,,Bond  Quella,Red Wine,Bond,17319.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2853
WRW2137AC,,Buccella  Merlot,Red Wine,Buccella,4899.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2854
WRW2139AC,,Cakebread  Cabernet Sauvignon,Red Wine,Cakebread,5000.00,0.89,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2855
WRW2145AC,,"Belle Glos ""Clark & Telephone Vineyard"" Pinot Noir",Red Wine,Belle Glos,3200.00,0.92,USA,California,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2856
WRW2146AC,,Caymus  Napa Valley Cabernet Sauvignon,Red Wine,Caymus,4100.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2857
WRW2148AC,,Caymus  'Special Selection' Cabernet Sauvignon,Red Wine,Caymus,9700.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2858
WRW2153AC,,Duckhorn  Napa Valley Merlot,Red Wine,Duckhorn,3000.00,0.91,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2859
WRW2155AC,,Duckhorn  Napa Valley Cabernet Sauvignon,Red Wine,Duckhorn,3900.00,0.88,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2860
WRW2156AC,,Duckhorn  Napa Valley 'Three Palms Vineyard' Merlot,Red Wine,Duckhorn,5100.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2861
WRW2184AC,,Honig  Napa Valley Cabernet Sauvignon,Red Wine,Honig,3200.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2862
WRW2197AC,,Lewis  Napa Valley Cabernet Sauvignon,Red Wine,Lewis,4689.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2863
WRW2199AC,,Lewis  Napa Valley Merlot,Red Wine,Lewis,3909.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2864
WRW2201AC,,Lewis  Napa Valley Cuvee L,Red Wine,Lewis,10269.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2865
WRW2214AC,,Pine Ridge  Napa Valley Cabernet Sauvignon,Red Wine,Pine Ridge,4000.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2866
WRW2227AJ,,Spottswoode  Estate Cabernet Sauvignon,Red Wine,Spottswoode,11509.00,0.85,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2867
WRW2228AJ,,Spottswoode  Lyndenhurst Cabernet Sauvignon,Red Wine,Spottswoode,5499.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2868
WRW2302BN,,Dominus Estate 2017,Red Wine,Dominus Estate,14800.00,0.88,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2869
WRW2322BN,,Peter Michael  Pinot Noir Ma Danseuse,Red Wine,Peter Michael,6299.00,0.85,USA,Burgundy,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2870
WRW2324BN,,Peter Michael  Pinot Noir Le Caprice,Red Wine,Peter Michael,6299.00,0.85,USA,Sonoma,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2871
WRW2352BN,,Twomey  Merlot Napa Valley,Red Wine,Twomey,4109.00,0.92,USA,Napa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2872
WRW2380AD,,Torbreck  The Factor,Red Wine,Torbreck,4429.00,0.85,Australia,Barossa,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2873
WRW2427BN-6,,Montgras  Antu Ninquen Syrah (Wooden Case) (6 Bottles in Case),Red Wine,Montgras,6000.00,0.85,Chile,Colchagua Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2874
WRW2432BN,,Echeverria  Signatura 1 Syrah,Red Wine,Echeverria,3580.00,0.92,Chile,Maipo Valley,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2875
WRW2969BN,,Montevetrano  Colli Di Salerno Rosso,Red Wine,Montevetrano,4089.00,0.92,Italy,Campania,,subregion,3,actionable,,,high_value,assess_wine_subregion,220.00,subregion gated gap | wine-like classification | high value | high confidence context | assessable wine subregion,2876
