sku,sku_base,name,classification,wine_color,style,country,region,subregion,appellation,vintage,brand,grape_variety,wine_body,wine_acidity,wine_tannin,flavor_tags,food_matching,overall_confidence,desc_en_short,bottle_size,price,validation_status,enrichment_priority
LWH0058BU,LWH0058,Johnnie Walker  Swing (750 ml),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Johnnie Walker,,,low,low,"[""spice"",""oak""]",Dessert,0.892,"Swing is served on the rocks, neat or diluted with water. Its nose is complex and sophisticated with almost perfumed sweetness. Unquestionably soft and accessible, you are sure to notice the fanciful vanilla and sherry-cask wood notes wafting through. Its palate is smooth and sweet. But its light freshness cloaks a deeper fruitiness, with some smoke and restrained flavors lingering beyond. Finally, a lengthy and rich finish, reverberating with sweetness, completes the movement.",,2599,validated,3
LWH0080BU,LWH0080,Johnnie Walker  Blue Label (750 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Johnnie Walker,,light,,low,"[""spice"",""oak""]",Red Meat|Dessert,0.892,"<p><strong>Johnnie Walker Blue Label</strong> is the crown jewel of the Johnnie Walker portfolio—a whisky created from some of the <strong>rarest and most exceptional casks</strong> in their reserves. Only <strong>1 in 10,000 casks</strong> is deemed worthy of this prestigious label.</p>
<p>This luxurious expression often includes whiskies from <strong>silent distilleries</strong>—those no longer in operation—capturing a taste of history and honoring the legacy of Scotland’s blending tradition.</p>
<p><strong>Awards :</strong></p>
<p>Master Blended – No Age Statement - 2020 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Master Blended: Super Premium - 2014 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Double Gold Blended Scotch - 2013 : San Francisco World Spirits Competition</p>
<style type=""text/css""><!--td {border: 1px solid #cccccc;}br {mso-data-placement:same-cell;}--></style>",,9999,validated,3
LWH0157BU,LWH0157,Cragganmore  12 Years (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Speyside,,,NV,Cragganmore,,light,,,"[""spice"",""oak"",""floral"",""mineral""]",Vegetables,0.892,"<p>A sherried 12 year old single malt from Diageo's Classic Malts range, this bottling from the Cragganmore distillery represents Speyside and proffers a rich, slightly floral whisky with barley notes.</p>
<p><strong>Awards :</strong></p>
<p>3rd Place Best Single Malt Scotch 12 Years - 2015 : International Whisky Competition</p>
<p> </p>",,3295,validated,3
LWH0158BU,LWH0158,Glenkinchie  12 Years (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Lowland,,,NV,Glenkinchie,,,medium,low,"[""fruit"",""spice"",""herbal"",""earth"",""oak""]",Spicy Food|Aperitif,0.892,"<p>The flagship expression from the Glenkinchie distillery, one of the stalwarts of the Lowlands. A fantastic introduction to the region, Glenkinchie 12 Year Old shows off the characteristic lightness and grassy elements that Lowland whiskies are known for, with nods to cooked fruit and Sauternes wine along the way. Brilliant single malt to enjoy as an aperitif on a warm evening.</p>
<p><strong>Awards :</strong></p>
<p>Winner - Best Lowland Single Malt - 2016 a; World Whiskies Awards</p>",,3295,validated,3
LWH0163BU,LWH0163,Glenmorangie  The Original - 10 Years (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Glenmorangie  The Original,,light,,,"[""fruit"",""spice"",""oak"",""floral""]",Dessert,0.892,"<p>It is here, maturing for ten long years in a range of ex-bourbon casks such as our famous slow-grown and air-dried 'designer casks' from Missouri, that our raw spirit develops a perfect balance between sweetness and complexity. Resulting in a mature spirit that is soft, mellow and creamy. Perfect for enjoying at any time.</p>
<p><strong>Awards :</strong></p>
<p>Master Highlands & Islands up to 12yo - 2013 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Gold Distillers' Single Malts 12 years and under - 2020 : International Spirits Challenge</p>
<p>Gold Scotch Single Malt - Highland - 2017 : International Wine & Spirit Competition</p>
<p> </p>
<p> </p>",,2239,validated,3
LWH0165BU,LWH0165,Glenmorangie  The Quinta Ruban (Port Wood) - 14 Years (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Glenmorangie  The Quinta Ruban (Port Wood),,,,low,"[""spice"",""herbal"",""oak"",""floral""]",Dessert|Spicy Food,0.892,"<p>A voluptuously silky spirit, Glenmorangie Quinta Ruban is aged first in bourbon casks for smooth, fruity notes. We then finish this single malt whisky in ruby port casks to create velvety depth.</p>
<p>Our Quinta Ruban port cask finish brings chocolate boldness to Glenmorangie's renowned smooth style. Non chill-filtered for additional aroma and mouthfeel, it is savoured all over the world.</p>",,3239,validated,3
LWH0167BU,LWH0167,Glenmorangie  18 Years Old (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Glenmorangie,,light,low,,"[""fruit"",""spice"",""oak"",""floral""]",Dessert,0.892,"<p>The 18 Years Old is a single malt Scotch whisky of serious distinction. Once it has spent fifteen years maturing in American white oak casks approximately 30% is transferred into Spanish Oloroso casks to spend a further three years maturing.</p>
<p><strong>Awards :</strong></p>
<p>Winner - Best Highland Single Malt - 2015 : World Whiskies Awards</p>",,6299,validated,3
LWH0188AE,LWH0188,Glenfarclas  Heritage Speyside Single Malt Scotch Whisky (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Speyside,,,NV,Glenfarclas,,,low,,"[""spice""]",Dessert,0.892,"<p>Natural color. Sweet and fruity nose. Perfectly balanced with a harmonious assembly sherry, candied fruit, vanilla and nuts. Very elegant and supple.</p>",700 ml,2389,validated,3
LWH0197CN,LWH0197,Highland Park  12 Years Old (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Highland Park,,,low,,"[""oak"",""floral""]",Dessert,0.892,"The expression that started it all for Highland Park. First introduced in 1979, the 12 year old is at the very heart of our core range and demonstrates rich, well balanced malty tones, with the subtle floral smoke which makes Highland Park such a distinctive single malt whisky.",700 ml,4299,validated,3
LWH0203EQ,LWH0203,Cutty Sark  Blended Scotch Whisky (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Cutty Sark,,,high,low,"[""fruit"",""spice""]",Dessert,0.849,"<p>The distinctive yellow label has graced the World's best bars and clubs for nearly 80 years. The first light coloured blended whisky was launched at the height of cocktail culture. Taste profile- smooth, vibrant, sweet and uplifting whisky with citrus, vanilla ice cream and caramel tones.</p>",,845,validated,3
LWH0237AB,LWH0237,Glen Scotia  Double Cask Single Malt Scotch Whisky (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Campbeltown,,,NV,Glen Scotia,,full,,,"[""herbal""]","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.892,"Opens with more fudge with a little dusting of powdered sugar. Powerful, oily and a touch herbaceous with some German brandy character. Sherried notes come through more on the finish.",700 ml,3300,validated,3
LWH0253AA,LWH0253,Suntory  Hakushu Distillers Reserve Single Malt Whisky (700 ml),Whisky,,Japanese Single Malt Whisky,Japan,Japan,,,NV,Suntory,,,,,"[""herbal"",""oak""]","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.892,"From the Hakushu distillery in the foothills of Mount Kaikomagatake comes their Distiller's Reserve single malt whisky, a no-age-statement expression, that captures the smoky, herbaceous characteristics of their whiskies. Both lightly-peated and heavily-peated malts were used for this complex and deeply enjoyable whisky.",700 ml,5099,validated,3
LWH0255EQ,LWH0255,Douglas Laing's  Timorous Beastie (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Douglas Laing,,,medium,,"[""fruit"",""spice"",""herbal"",""floral""]",Dessert|Spicy Food,0.849,"<p>Douglas Laing's Timorous Beastie, immortalised in Robert Burns' famous Scots poem ""To a Mouse"", was a timid, little field mouse. Echoing our national bard's wit, ours is most certainly not for the fainthearted! This non coloured, non-chill-filtered Small Batch bottling is a marriage of appropriately aged and selected Highland Malts - including, amongst others, those distilled at Glen Garioch, Dalmore and Glengoyne distilleries. Incredibly sweet on the nose, with light floral and spicy honey tones. The palate is spicy, and sugary, carrying notes of raisin fudge, with a sweet yet subtle finish.</p>",,3545,validated,3
LWH0260BU,LWH0260,Johnnie Walker  Red Label (3 L),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Johnnie Walker,,,low,,"[""spice"",""oak""]",Dessert|Spicy Food,0.892,"<p><span style=""color: #ff0000;""><span style=""color: #000000;"">The character of the whisky is defined by intense, spicy, zingy, edgy flavours. RED LABEL bursts onto the palate with the freshness of spray from a crashing wave, followed by the zing of aromatic spices and finally a long, lingering, smoky finish. The sensation in the mouth is complex – ‘sweet chilli’ is a good description of this taste and the tingling sensation on the tongue.</span></span></p>",3000 ml (3 L),3599,validated,3
LWH0273BU,LWH0273,Johnnie Walker  Black Label (3 L),Whisky,,Blended Scotch Whisky,Scotland,Highland,,,NV,Johnnie Walker,,,,low,"[""spice"",""oak""]",Dessert,0.892,"<p>A true icon, recognised as the benchmark for all other deluxe blends. Created using only whiskies aged for a minimum of 12 years from the four corners of Scotland, Johnnie Walker Black Label has an unmistakably smooth, deep, complex character. An impressive whisky to share on any occasion.</p>",3000 ml (3 L),5999,validated,3
LWH0298DG,LWH0298,Rebel Yell  Kentucky Straight Bourbon (700 ml),Whisky,,Bourbon,USA,Kentucky,,,NV,Rebel Yell,,,,,"[""fruit""]",Dessert,0.849,"Honey and butter, followed by a hint of plum and raisins for a long, warm finish with an interesting touch of spiciness.",,1959,validated,3
LWH0299DG,LWH0299,Rebel Yell  Straight Rye Whiskey (700 ml),Whisky,,Rye Whiskey,USA,,,,NV,Rebel Yell,,full,,,"[""spice""]",Dessert|Spicy Food,0.892,"It may be a straight rye, but there’s nothing ordinary about it. This full-bodied whiskey’s got backbone with a bold rye flavor and solid mix of sweet and spice. ​",700 ml,2099,validated,3
LWH0313AD,LWH0313,Teeling  Single Grain Irish Whiskey (700 ml),Whisky,,Single Grain Whisky,Ireland,,,,NV,Teeling,,,,,"[""spice"",""oak""]",Dessert,0.892,"<p>As a result of its unique maturation process, Teeling Single Grain Irish Whiskey has a bright golden color, and an aroma of butterscotch, sweet cherries and cake frosting. The palate is packed with deeper flavors, such as oak, chocolate fudge, cinnamon and marshmallow, and leads to a finish accented by raisins, orange peel and coconut.</p>
<p><strong>Awards :</strong></p>
<p>Winner - Best Irish Grain - 2019 : World Whiskies Awards</p>",,2195,validated,3
LWH0315CN,LWH0315,Bruichladdich  The Classic Laddie Unpeated Islay Single Malt (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Champagne,,,NV,Bruichladdich,,,medium,low,"[""fruit"",""herbal"",""oak"",""floral""]",Pork|Dessert,0.892,"<p>This single malt scotch whisky has been crafted by master distiller jim mcewan from individually selected casks to showcase the classic, floral and elegant bruichladdich house style. Unpeated, it is our signature bottling and the definitive bruichladdich. Made from 100% scottish barley, trickle distilled, then matured for its entire life by the shores of lochindaal in premium american oak, it is a testament to the quality of our ingredients. this is authenticity. we believe barley matters.</p>",700 ml,4559,validated,3
LWH0318CN,LWH0318,The Macallan  12 Year Old Double Cask (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,,,,NV,The Macallan,,,,,"[""spice"",""oak""]","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.892,"<p>An exciting new age statement expression from Macallan that's matured in a combination of American and European Sherry oak for a minimum of 12 years. Here, the proportion of American oak ex-Sherry casks is higher than in the 12 Year Old Sherry Oak, but no ex-bourbon casks are used as they are in the 12 Year Old Fine Oak release.</p>",700 ml,4999,validated,3
LWH0328DR,LWH0328,Dewar's  White Label Blended Scotch Whisky (1 L),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Dewar's,,,low,low,"Grain, Malt","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.849,"<p>Dewar's White Label whisky was created in 1899 by our first Master Blender, A J Cameron. With a blend of up to 40 single malt and single grain whiskies in every bottle, getting a result that was well-rounded and smooth enough to enjoy neat was no easy feat. Crafted with the same care today as it was in the beginning, we're confident that if the great man himself walked into the blending room tomorrow, he'd recognise his signature Scotch Whisky.</p>",1000 ml (1 L),879,validated,3
LWH0330BU,LWH0330,Chivas Regal  Mizunara (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Chivas Regal,,light,,low,"[""fruit"",""spice"",""oak""]",Dessert,0.849,"<p>A special Scotch whisky for the Japanese palate with a delicate spiciness and sweetness. Master blender Colin Scott has created a special blend infused with his respect for Japanese whisky blending techniques and matured part of the blend in barrels made from Mizunara, a rare and unique oak grown in Japan.</p>
<p><strong>Awards :</strong></p>
<p>Gold Outstanding Scotch Whisky - Blended - 2018 : International Wine & Spirit Competition</p>
<p>Gold Blended: Ultra Premium - 2018 : The Scotch Whisky Masters (The Spirits Business)</p>",,2495,validated,3
LWH0332BU,LWH0332,Royal Salute  21 years (700 ml) (Blue Wade Decanter),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Royal Salute,,,,,"[""fruit"",""floral""]",Dessert,0.849,"In 1953,Chivas Brothers paid tribute to Her Majesty Queen Elizabeth II by creating a limited edition of a very special blended whisky. Only 2,500 cases were produced for worldwide distribution. The first Flagons, adorned with the royal crest, were sealed on the day of her coronation. The name chosen was considered a fitting tribute to the new monarch. It was called Royal Salute, after the 21-gun salute - the ultimate mark of respect, reserved for tributes to dignitaries and nations alike. Appropriately, each of the whiskies in the blend was at least 21 years old and thus, Royal Salute 21 Year Old was born.",,8895,validated,3
LWH0342AA,LWH0342,Suntory  Yamazaki Distillers Reserve Single Malt Whisky (700 ml),Whisky,,Japanese Single Malt Whisky,Japan,Japan,,,NV,Suntory,,,,,"[""fruit"",""spice"",""oak""]",Dessert,0.892,"Succulent with soft fruit. Peach, pineapple, grapefruit,clove, candied orange, vanilla, Mizunara (Japanese oak) on nose. Coconut, cranberry, butter on palate. The finish is sweet ginger, cinnamon, long finish",700 ml,5519,validated,3
LWH0345AA,LWH0345,Suntory  Yamazaki 18 years old Single Malt Whisky (700 ml),Whisky,,Japanese Single Malt Whisky,Japan,Japan,,,NV,Suntory,,,,,"[""fruit"",""spice"",""oak""]",Dessert,0.892,"<p>Characteristic sweetness of dried fruits and aromatic chocolate that comes from sherry casks inter-mingled with a profoundly mature flavour that comes from aging the spirits over a long time in japanese oak casks.</p>
<p><strong>Awards :</strong></p>
<p>Gold Japanese Single Malt 13 to 20 Years - 2016 : World Whiskies Awards</p>
<p>Winner Best Japanese Single Malt - 2015 : World Whiskies Awards</p>
<p>Gold Japanese Single Malt 13 to 20 Years - 2014 : World Whiskies Awards</p>",700 ml,48339,validated,3
LWH0346AA,LWH0346,Suntory  Hibiki 21 Years Old Whisky (700 ml),Whisky,,Japanese Whisky,Japan,Japan,,,NV,Suntory,,,,low,"[""fruit"",""oak"",""floral""]",Dessert,0.892,"<p>Hibiki 21 Years Old is a meticulously blended combination of carefull selected ripe grain malts and malt whisky aged for a lengthy period of at least 21 years. It is distinguished by a mature aroma, incredibly fruity and reminiscent of sweet flowers, and a smooth, light flavor. This blend allows you to enjoy the strong body, mellow richness and profound, long finish only found in a whisky aged for 21 years.<br /><br />Hibiki 21 was named World's Best Blended Whisky at the 2013 World Whiskies Awards and was awarded 96 points in Jim Murray's 2014 Whisky Bible.</p>",700 ml,50999,validated,3
LWH0348AA,LWH0348,Suntory  Hakushu 12 Years Old Whisky (700 ml),Whisky,,Japanese Whisky,Japan,Japan,,,NV,Suntory,,,medium,,"[""herbal"",""oak""]","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.892,"<p>Hakushu is a “green and fresh” whisky, praised by the most curious whisky connoisseurs and lovers of gastronomy. Its crisp and vibrant feel, unique in a single malt, enlivens and liberates your senses.</p>
<p><strong>Awards :</strong></p>
<p>Gold Japanese Single Malt 12 Years and Under - 2016 : World Whiskies Awards</p>
<p>1st Place Best World Whiskey - 2015 : International Whisky Competition</p>",700 ml,9289,validated,3
LWH0365CN,LWH0365,The Macallan  Rare Cask (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,The Macallan,,full,low,,"[""fruit"",""spice"",""oak""]",Dessert|Spicy Food,0.892,"Macallan Rare Cask is comprised of 16 different sherry-cask styles, the majority of which are first fill. Rich and complex with notes of dark honey and dried fruit, this bridges the gap between The 1824 Series and The 1824 Collection.",700 ml,26499,validated,3
LWH0372BU,LWH0372,The Glenlivet  Founder's Reserve (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,The Glenlivet,,,high,low,"[""fruit"",""spice"",""oak""]",Dessert,0.849,"<p><strong>A Remarkable Past. A Flavor for the Present</strong></p>
<p>Inspired by our legendary founder George Smith whose vision was to create the smoothest of all whiskies, The Glenlivet&rsquo;s Founder&rsquo;s Reserve embodies a new side of The Glenlivet&rsquo;s classic style. Founder&rsquo;s Reserve is an extremely well balanced whisky, full of sweet, creamy vanilla and caramel apple notes, along with zesty orange and hints of buttery biscuit on the finish.</p>
<p>First Fill American oak casks are instrumental in creating the flavors, because, like a coffee filter, the strength of the cask&rsquo;s effect lessens with each use. These casks were first used to mature American Whiskies like Bourbon, which by law has to be aged in new oak casks, and used only once.</p>
<p>Founder&rsquo;s Reserve is a scotch that elevates the everyday and is something to call your own for happy hour and any hour. Incredibly smooth and versatile it can be enjoyed neat, on the rocks or in a cocktail.</p>",,2155,validated,3
LWH0396AH,LWH0396,Smokehead  Islay Single Malt Scotch Whisky (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Islay,,,NV,Smokehead,,,medium,,"[""fruit"",""spice"",""earth"",""oak"",""mineral""]",Dessert|Spicy Food,0.849,"<p>Smokehead is a rich, seaweedy and intensely peaty Islay single malt whisky. The flavour is fresh, fruity and immense, with notes of sherry, iodine, toffee, smoke and sea salt all fighting for recognition. A really vigorous whisky not for the faint hearted ... savour and enjoy!</p>
<p>Smokehead is an Award winning Islay single malt. It has won the Scottish Field Whisky Challenge Gold and the Wine and Spirit Design Awards Gold, Best Dark Spirit Trophy and overall Trophy for Design of the Year.</p>",700 ml,3325,validated,3
LWH0399DG,LWH0399,Nikka  Miyagikyo Single Malt Whisky (700 ml),Whisky,,Japanese Single Malt Whisky,Japan,Japan,,,NV,Nikka,,,,,"Sherry Cask, Peaty, Malt","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.849,"<p>This is a single malt from the Miyagikyo distillery, Nikka's second distillery built in 1969. The founder Masataka Taketsuru chose this site in the mountains of Sendai to contrast with his first distillery, Yoichi, located in the coastal area. Using less peaty malt and distilled in a pot still heated by indirect steam, Miyagikyo single malt has an elegant fruitiness and a distinctive aroma with a strong Sherry cask influence.</p>",,5559,validated,3
LWH0401BU,LWH0401,Jameson  Black Barrel Whiskey (700 ml),Whisky,,Irish Whiskey,Ireland,,,,NV,Jameson,,,,,"Charred, Grain","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.849,"<p>AKA Small Batch - a super release from Jameson, with a high proportion of Irish pot still whiskey as well as small batch grain. The result is an increased body and level of richness when compared to the core expression. It's aged in double charred first fill bourbon casks (black barrels). Well worth a look...</p>",,1495,validated,3
LWH0412BU,LWH0412,Johnnie Walker  Aged 18 Years (750 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Johnnie Walker,,,,low,,"Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.892,"<p>An indulgent blend crafted from Scotland&rsquo;s finest smooth and complex 18 year-old whiskies, each hand-selected by Master Blender Jim Beveridge.</p>",,3399,validated,3
LWH0448AD,LWH0448,John Barr  Reserve Black Label Blended Scotch Whisky (1 L),Whisky,,Blended Scotch Whisky,Scotland,Speyside,,,NV,John Barr,,,medium,,"[""fruit"",""spice"",""oak""]",Dessert,0.892,"John Barr Reserve Blend is characterized by rich aromas of chocolate, baked sweet apple, and freshly baked bread, followed by notes of ripe apricot, gingerbread, and hazelnuts on the palate, and a lingering maple finish.",,589,validated,3
LWH0450BU,LWH0450,Singleton  Of Dufftown 15 Year Old (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Speyside,,,NV,Singleton,,,low,low,"[""fruit"",""oak"",""mineral""]",Seafood|Dessert,0.892,"<p>The sweet and fruity notes in this fine malt from Dufftown, at the heart of Speyside, are the product of traditional, slow distilling, using pure water in a unique balance of European and American oak then gives The Singleton of Dufftown its smooth, richly satisfying taste. The honeycomb, sweet chestnut and sharp red berry fruit flavours of The Singleton of Dufftown 15 Year Old make it an ideal sipping malt.</p>
<p><strong>Awards :</strong></p>
<p>Master Speyside Single Malts 13-18yo - 2014 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Gold Speyside Single Malts 13-18yo - 2015 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Silver Outstanding Scotch Single Malt - Speyside - 2014 : International Wine & Spirit Competition</p>
<p> </p>
<p> </p>
<p> </p>",,3499,validated,3
LWH0451BU,LWH0451,Singleton  Of Dufftown 18 Year Old (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Speyside,,,NV,Singleton,,,low,low,"[""oak"",""mineral""]",Seafood,0.892,"<p>A delicious 18 year old Speyside malt from the Dufftown distillery, the Singleton exudes oodles of creamy, malty flavour, and it's the oldest official Dufftown we've ever tried…</p>
<p><strong>Awards :</strong></p>
<p>Gold Speyside Single Malts 13-18yo - 2015 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Gold Speyside Single Malts 13-18yo - 2014 : The Scotch Whisky Masters (The Spirits Business)</p>
<p>Gold Speyside Single Malts 13-18yo - 2013 : The Scotch Whisky Masters (The Spirits Business)</p>",,4799,validated,3
LWH0452BU,LWH0452,Chivas Regal  XV (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Champagne,,,NV,Chivas Regal,,,low,low,,Pork|Dessert,0.849,"<p>Aged for a minimum of 15 years and selectively finished in Grande Champagne Cognac casks, this unique whisky is luxuriously fruity and deliciously sweet. The subtle influence of the cognac makes it the ultimate way to elevate your night out.</p>",,2195,validated,3
LWH0457CN,LWH0457,Bushmills  Single Malt aged 10 years (700 ml),Whisky,,Single Malt Irish Whiskey,Ireland,,,,NV,Bushmills,,,,low,"[""spice"",""oak""]",Dessert,0.849,"<p>Bushmills Single Malt Whiskey 10 year old is triple distilled from 100% malted barley and matured for at least 10 years in bourbon season barrels which give it it’s honey, vanilla and milk chocolate aroma. It can be served neat, over ice or if you’re feeling a little more adventurous, try it frozen.</p>",700 ml,2189,validated,3
LWH0458CN,LWH0458,Bushmills  Single Malt aged 16 years (700 ml),Whisky,,Single Malt Irish Whiskey,Ireland,,,,NV,Bushmills,,full,,,"[""spice"",""oak""]",Dessert,0.849,"<p>Bushmills Single Malt Whiskey 16 year old is aged for 16 years in a combination of Oloroso Sherry and Bourbon-seasoned casks, then matured for several months in port wine barrels. The unique maturation process gives this single malt its distinct notes of juicy fruits, nuts and spice, as well as a hint of ruby redness. It’s best enjoyed neat or over ice.</p>
<p><strong>Awards :</strong></p>
<p>Gold Outstanding Irish Whisky - Single Malt - 2014 : International Wine & Spirit Competition</p>
<p> </p>",700 ml,6109,validated,3
LWH0459CN,LWH0459,Bushmills  Single Malt aged 21 years (700 ml),Whisky,,Single Malt Irish Whiskey,Ireland,,,,NV,Bushmills,,,,low,"Dried Fruit, Raisin, Malt",Spicy Food,0.849,"<p>Bushmills Single Malt Whiskey 21 year old is aged for a minimum of 19 years in former Oloroso Sherry and Bourbon-seasoned casks, then transferred into Madeira casks for a further 2 years. The result is a whiskey awarded ‘Best Irish Single Malt 2013’. It has huge depth that interweaves dried fruit flavors with spicy, aromatic maltiness and subtle nutty raisin notes.</p>",700 ml,12209,validated,3
LWH0460CN,LWH0460,Famous Grouse  Naked Malt (700 ml),Whisky,,Blended Scotch Whisky,Scotland,,,,NV,Famous Grouse,,,,low,"[""fruit"",""spice"",""oak""]",Dessert|Spicy Food,0.849,"<p>The Naked Grouse enriches the flavours of Scotland&rsquo;s favourite whisky by maturing in sun dried sherry oak casks. The influence of our quality first-fill sherry casks develops a deep russet appearance and an aroma that melds black cherries, cocoa and oak. The taste experience is sublimely smooth with famous trade-mark dried fruits yielding to cinnamon sticks and nutmeg. The sweet finale is rich in dark chocolate with a spicy, orange finish.</p>",700 ml,1899,validated,3
LWH0473ES,LWH0473,Old Pulteney  18 Year (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,Highland,,,NV,Old Pulteney,,,low,,"[""fruit"",""spice"",""herbal"",""oak""]",Seafood|Dessert,0.849,"<p>Old Pulteney 18 Year Old Bottling Note. Released as part of a fleet of new expressions by Old Pulteney in mid 2018, this 18 year old single malt is drawn from a combination of bourbon and Spanish oak casks. Excellent stuff as ever from this Highland distillery.</p>",,6685,validated,3
LWH0475ES,LWH0475,AnCnoc  18 Year (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,,,,NV,AnCnoc,,full,,low,"[""spice"",""earth"",""oak""]",Dessert,0.849,"<p>The anCnoc 18 Year Old has matured in Spanish oak ex-sherry casks and American oak ex-bourbon barrels and has been bottled in its most natural form, neither chill-filtered nor coloured. As a result this dram may develop a light haze with the addition of water or if kept at a cold temperature. This haze is a natural characteristic of whisky that is non chill-filtered.</p>",700 ml,4845,validated,3
LWH0487BU,LWH0487,Copper Dog  Whisky (700 ml),Whisky,,Blended Scotch Whisky,Scotland,Speyside,,,NV,Copper Dog,,,low,,"[""fruit"",""spice"",""herbal"",""oak""]",Dessert,0.849,"<p>Copper Dog is a Scotch whisky that sums up all that is good about Speyside. A combination of eight single malts, Copper Dog is deliciously fruity with a hint of honey and spice.</p>
<p><strong>Awards :</strong></p>
<p>Gold Blended Malts - 2020 : International Spirits Challenge</p>",700 ml,1449,validated,3
LWH0511ER,LWH0511,Wolfburn  Northland Single Malt Whisky (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,,,,NV,Wolfburn,,,low,low,"[""fruit"",""spice"",""oak"",""floral""]",Dessert,0.892,"<p>The smooth and warming flavours present in Northland come from the unhurried way in which the spirit is made, and from the maturation, which takes place in American oak quarter casks. Matured and bottled on site, Northland represents the first chapter in the history of Wolfburn.</p>
<p><strong>Award :</strong></p>
<ul>
<li><span>Double Gold Medal winner, FiftyBest 2018.</span></li>
<li><span><span>Gold Medal winner, IWSC 2016.</span></span></li>
<li><span>Double Gold Medal winner, FiftyBest 2017.</span></li>
<li><span><span>Gold medal award, World Whisky Awards 2017.</span></span></li>
</ul>",,3300,validated,3
LWH0520CP,LWH0520,Crabbies  Yardhead Single Malt (700 ml),Whisky,,Single Malt Scotch Whisky,Scotland,,,,NV,Crabbie’s,,,,,"[""fruit"",""spice"",""herbal"",""oak""]",Seafood|Dessert,0.849,"Made at a mystery distillery and bottled by Edinburgh-based John Crabbie & Co, Yardhead is a single malt made for mixing. A sweet, young single malt it offers notes of shortbread biscuits, vanilla, toffee apples and citrus throughout the palate.",700 ml,1299,validated,3
LWH0528DG,LWH0528,Kavalan  Concertmaster Port Cask Finish Single Malt Whisky (700 ml),Whisky,,Single Malt Whisky,Taiwan,,,,NV,Kavalan,,,low,,"[""spice"",""earth"",""oak""]","Dark Chocolate, Smoked Meats, Aged Cheese, Nuts",0.849,"This single malt whisky utilises Ruby Port, Tawny Port and Vintage Port casks from Portugal to finish whiskies that were initially matured in American oak. Kavalan Concertmaster was named Best in Class at the 2011 International Wine & Spirit Competition.",,3519,validated,3
LWH0529DG,LWH0529,Kavalan  Distillery Select No.1 Single Malt Whisky (700 ml),Whisky,,Single Malt Whisky,Taiwan,,,,NV,Kavalan,,,,,"[""fruit"",""spice"",""oak"",""floral""]",Dessert,0.849,"A brand-new release from award-winning Taiwanese distillery Kavalan, celebrating the craftsmanship of Master Blender Ian Chang. Aged in refill casks, Distillery Select captures the fruity, tropical character that Kavalan has become known for, whilst also displaying a refined balance from its maturation in the tropical temperatures of Taiwan.",,3409,validated,3
